sequence,move to front,opt,opt free,discrete doa,continuous doa
"4,2,1,2,4,1,0,0,0,3,0,1",37,30,30,34,31
"4,2,1,2,4,1,0,1,0,4,1,1",36,28,28,33,30
"4,2,1,2,4,1,1,1,3,2,3,2",36,28,31,33,31
"4,2,1,2,4,1,0,2,3,1,0,1",44,32,32,37,33
"4,2,1,2,4,1,0,2,3,4,2,4",44,33,34,34,34
"4,2,1,2,4,1,0,1,1,4,0,1",37,28,28,33,30
"4,2,1,2,4,1,0,1,2,0,1,1",38,28,28,33,29
"4,2,1,2,4,1,0,2,1,2,4,1",41,29,31,35,31
"4,2,1,2,4,1,0,0,0,0,2,2",33,27,27,29,27
"4,2,1,2,4,1,4,4,0,2,1,0",39,31,32,33,34
"4,2,1,2,4,1,1,4,0,3,3,3",35,30,31,34,33
"4,2,1,2,4,1,0,4,3,2,0,3",45,36,36,37,36
"4,2,1,2,4,1,2,4,1,4,0,1",39,29,31,35,32
"4,2,1,2,4,1,2,3,0,4,3,2",46,35,36,36,36
"4,2,1,2,4,1,3,2,4,0,2,1",47,33,34,36,34
"4,2,1,2,4,1,0,4,4,3,2,2",40,32,33,33,34
"4,2,1,2,4,1,3,0,4,3,0,4",44,33,34,38,38
"4,2,1,2,4,1,3,0,0,4,0,3",41,33,33,36,36
"4,2,1,2,4,1,0,0,2,0,3,4",42,34,34,35,34
"4,2,1,2,4,1,2,0,1,2,2,2",36,27,27,31,27
"4,2,1,2,4,1,0,2,2,4,4,3",40,32,33,33,33
"4,2,1,2,4,1,2,2,1,0,1,1",34,27,27,31,27
"4,2,1,2,4,1,0,2,3,4,2,3",45,34,35,35,35
"4,2,1,2,4,1,3,0,4,3,4,0",43,33,34,38,38
"4,2,1,2,4,1,1,3,4,3,4,4",35,28,31,33,32
"4,2,1,2,4,1,0,3,2,4,3,3",44,34,35,35,35
"4,2,1,2,4,1,1,3,3,0,0,4",38,33,33,37,35
"4,2,1,2,4,1,0,4,2,0,1,4",43,32,33,34,35
"4,2,1,2,4,1,1,2,3,4,4,3",37,30,33,35,33
"4,2,1,2,4,1,1,1,3,2,2,3",35,28,31,33,31
"4,2,1,2,4,1,0,0,0,0,3,3",34,29,29,32,30
"4,2,1,2,4,1,0,3,3,0,0,4",38,33,33,35,35
"4,2,1,2,4,1,0,0,0,3,4,2",41,34,34,35,34
"4,2,1,2,4,1,2,4,0,4,1,0",40,31,33,33,34
"4,2,1,2,4,1,0,0,2,0,2,3",39,32,32,34,32
"4,2,1,2,4,1,3,1,0,3,1,0",42,32,32,38,34
"4,2,1,2,4,1,1,3,4,2,4,3",39,31,34,36,35
"4,2,1,2,4,1,0,4,4,2,4,0",38,30,31,31,32
"4,2,1,2,4,1,0,2,4,3,3,3",40,32,33,33,33
"4,2,1,2,4,1,0,4,4,4,3,2",40,32,33,33,34
"4,2,1,2,4,1,2,4,3,1,1,3",39,30,32,36,33
"4,2,1,2,4,1,2,2,1,0,0,0",33,27,27,31,27
"4,2,1,2,4,1,3,4,4,3,1,2",39,33,35,38,35
"4,2,1,2,4,1,0,2,3,3,4,0",44,36,36,37,36
"4,2,1,2,4,1,0,0,0,0,0,3",34,29,29,32,30
"4,2,1,2,4,1,0,1,1,0,2,1",37,28,28,33,29
"4,2,1,2,4,1,0,2,4,4,2,2",37,29,30,30,30
"4,2,1,2,4,1,3,1,1,0,3,0",39,31,31,37,33
"4,2,1,2,4,1,2,0,3,0,4,3",43,35,35,36,35
"4,2,1,2,4,1,2,0,3,1,2,0",45,33,33,36,33
"4,2,1,2,4,1,3,3,1,4,0,0",38,33,34,37,36
"4,2,1,2,4,1,3,0,1,4,2,1",46,32,34,36,34
"4,2,1,2,4,1,4,3,1,1,3,1",36,28,30,33,32
"4,2,1,2,4,1,0,2,1,0,1,1",38,28,28,33,29
"4,2,1,2,4,1,3,2,1,2,3,1",41,30,32,37,32
"4,2,1,2,4,1,0,2,4,2,2,2",37,28,29,29,29
"4,2,1,2,4,1,3,0,4,4,4,3",40,32,33,35,36
"4,2,1,2,4,1,1,1,4,3,3,2",35,30,32,34,33
"4,2,1,2,4,1,0,0,0,3,3,4",37,32,32,34,34
"4,2,1,2,4,1,2,0,3,3,4,0",42,35,35,36,35
"4,2,1,2,4,1,3,1,1,3,0,0",37,31,31,36,32
"4,2,1,2,4,1,2,2,2,1,0,1",34,27,27,31,27
"4,2,1,2,4,1,0,1,2,4,0,1",43,31,31,35,32
"4,2,1,2,4,1,0,0,0,1,4,3",37,32,32,36,34
"4,2,1,2,4,1,4,3,1,0,3,1",42,32,33,37,36
"4,2,1,2,4,1,3,0,0,3,3,1",38,32,32,37,34
"4,2,1,2,4,1,4,2,0,1,4,0",41,31,33,33,34
"4,2,1,2,4,1,1,0,3,2,4,1",46,32,34,36,34
"4,2,1,2,4,1,4,4,4,4,4,4",28,23,25,26,25
"4,2,1,2,4,1,1,1,1,4,4,1",29,24,26,28,27
"4,2,1,2,4,1,0,0,3,2,3,4",43,36,36,37,36
"4,2,1,2,4,1,4,2,1,0,2,1",39,29,31,35,32
"4,2,1,2,4,1,0,1,1,1,0,0",32,26,26,31,27
"4,2,1,2,4,1,3,3,2,0,4,0",43,36,36,37,36
"4,2,1,2,4,1,0,0,2,1,2,0",38,30,30,33,30
"4,2,1,2,4,1,4,4,4,3,3,1",34,29,31,33,31
"4,2,1,2,4,1,1,3,4,2,3,3",38,31,33,35,35
"4,2,1,2,4,1,0,0,3,2,4,3",44,36,36,37,36
"4,2,1,2,4,1,2,0,1,2,0,1",40,29,30,35,30
"4,2,1,2,4,1,0,2,4,4,2,3",41,33,34,34,34
"4,2,1,2,4,1,3,0,4,4,4,2",42,32,33,33,34
"4,2,1,2,4,1,4,0,0,4,1,3",38,33,34,36,35
"4,2,1,2,4,1,1,4,3,2,3,2",37,30,32,35,34
"4,2,1,2,4,1,2,4,0,1,4,0",41,31,33,33,34
"4,2,1,2,4,1,3,0,1,2,4,2",46,32,34,36,34
"4,2,1,2,4,1,1,1,1,1,1,2",29,23,25,27,25
"4,2,1,2,4,1,1,0,1,1,1,0",32,26,26,31,27
"4,2,1,2,4,1,0,0,3,3,3,4",37,32,32,34,34
"4,2,1,2,4,1,0,3,2,4,4,4",42,32,33,33,33
"4,2,1,2,4,1,1,4,2,3,3,2",35,30,32,34,33
"4,2,1,2,4,1,3,0,3,3,4,2",43,35,36,36,36
"4,2,1,2,4,1,0,0,0,4,3,2",40,34,34,35,34
"4,2,1,2,4,1,1,3,3,3,4,2",36,31,33,35,34
"4,2,1,2,4,1,3,0,2,4,1,3",51,36,38,40,38
"4,2,1,2,4,1,0,0,0,1,3,2",39,32,32,36,33
"4,2,1,2,4,1,0,1,1,0,4,4",34,28,28,33,30
"4,2,1,2,4,1,1,1,1,4,2,0",33,28,30,32,31
"4,2,1,2,4,1,0,4,2,3,3,0",42,35,35,36,35
"4,2,1,2,4,1,0,0,0,4,2,2",35,30,30,31,30
"4,2,1,2,4,1,0,2,3,0,4,3",45,36,36,37,36
"4,2,1,2,4,1,0,4,4,2,0,0",37,30,31,31,32
"4,2,1,2,4,1,1,4,0,2,0,2",36,29,31,34,33
"4,2,1,2,4,1,2,3,2,3,4,0",42,35,36,36,36
"4,2,1,2,4,1,3,3,0,4,0,2",43,37,37,38,37
"4,2,1,2,4,1,2,1,1,1,2,1",32,24,26,28,26
"4,2,1,2,4,1,3,1,1,0,0,3",38,31,31,37,33
"4,2,1,2,4,1,3,3,2,0,0,4",42,36,36,37,36
"4,2,1,2,4,1,1,2,2,1,2,2",31,24,26,28,26
"4,2,1,2,4,1,0,2,2,3,2,4",42,32,33,33,33
"4,2,1,2,4,1,1,3,4,3,4,2",38,31,34,36,35
"4,2,1,2,4,1,0,3,0,3,2,4",44,37,37,38,37
"4,2,1,2,4,1,0,2,4,4,0,0",38,30,31,31,31
"4,2,1,2,4,1,0,4,3,4,4,2",41,32,33,33,34
"4,2,1,2,4,1,0,0,2,3,0,4",43,34,34,35,34
"4,2,1,2,4,1,3,3,4,4,3,3",34,29,31,32,31
"4,2,1,2,4,1,4,3,0,1,0,1",41,31,32,36,35
"4,2,1,2,4,1,0,0,0,2,1,2",36,29,29,32,29
"4,2,1,2,4,1,0,3,0,4,4,3",40,33,33,36,36
"4,2,1,2,4,1,0,2,4,1,2,2",41,29,30,32,30
"4,2,1,2,4,1,0,4,2,4,0,4",39,30,31,31,32
"4,2,1,2,4,1,0,0,0,2,4,1",39,31,31,34,32
"4,2,1,2,4,1,1,3,4,2,3,2",39,31,33,36,35
"4,2,1,2,4,1,2,2,0,2,2,1",35,27,27,31,27
"4,2,1,2,4,1,2,4,1,0,4,1",40,29,31,35,32
"4,2,1,2,4,1,0,0,0,2,4,4",36,30,30,31,30
"4,2,1,2,4,1,2,3,4,3,0,2",44,35,36,36,36
"4,2,1,2,4,1,3,0,1,0,1,3",41,32,32,39,34
"4,2,1,2,4,1,0,4,1,2,4,1",41,29,31,35,32
"4,2,1,2,4,1,3,3,4,4,1,0",39,34,35,38,36
"4,2,1,2,4,1,0,3,2,1,0,1",45,32,32,37,33
"4,2,1,2,4,1,2,3,0,1,2,2",43,31,31,35,31
"4,2,1,2,4,1,0,2,3,0,3,4",44,36,36,37,36
"4,2,1,2,4,1,0,0,2,2,4,0",38,31,31,32,31
"4,2,1,2,4,1,0,4,0,3,3,2",41,35,35,36,35
"4,2,1,2,4,1,0,3,2,4,2,1",47,33,34,36,34
"4,2,1,2,4,1,1,1,4,0,3,3",35,30,31,34,33
"4,2,1,2,4,1,2,3,2,3,0,4",43,35,36,36,36
"4,2,1,2,4,1,4,4,4,4,1,4",30,24,26,28,26
"4,2,1,2,4,1,0,3,3,2,3,4",43,34,35,35,35
"4,2,1,2,4,1,3,0,4,1,2,1",46,32,34,37,34
"4,2,1,2,4,1,0,3,3,2,4,3",44,34,35,35,35
"4,2,1,2,4,1,0,0,4,1,2,4",39,32,32,34,35
"4,2,1,2,4,1,1,2,3,4,3,4",38,30,33,35,33
"4,2,1,2,4,1,2,0,3,1,4,2",47,33,34,36,34
"4,2,1,2,4,1,2,1,1,2,2,2",31,24,26,28,26
"4,2,1,2,4,1,1,4,3,2,2,3",36,30,32,35,34
"4,2,1,2,4,1,0,0,0,2,3,3",37,31,31,33,31
"4,2,1,2,4,1,0,4,2,4,4,4",36,28,29,29,30
"4,2,1,2,4,1,0,0,4,2,2,3",39,34,34,35,34
"4,2,1,2,4,1,1,1,1,1,2,4",31,25,27,29,27
"4,2,1,2,4,1,1,4,0,0,2,3",38,33,34,37,36
"4,2,1,2,4,1,0,2,1,0,1,2",40,29,30,35,30
"4,2,1,2,4,1,2,1,0,2,4,0",40,31,31,36,31
"4,2,1,2,4,1,0,2,2,4,3,3",40,32,33,33,33
"4,2,1,2,4,1,1,2,1,1,1,1",30,23,25,27,25
"4,2,1,2,4,1,0,2,4,3,3,2",42,33,34,34,34
"4,2,1,2,4,1,1,0,0,1,4,3",37,32,32,36,34
"4,2,1,2,4,1,0,0,0,1,4,4",33,28,28,32,30
"4,2,1,2,4,1,4,3,0,2,4,1",47,33,35,36,35
"4,2,1,2,4,1,3,3,0,2,0,4",44,37,37,38,37
"4,2,1,2,4,1,0,2,4,4,0,4",39,30,31,31,31
"4,2,1,2,4,1,0,0,2,2,3,3",37,31,31,33,31
"4,2,1,2,4,1,2,3,4,0,3,2",45,35,36,36,36
"4,2,1,2,4,1,3,0,2,4,0,1",49,35,35,38,36
"4,2,1,2,4,1,1,3,3,3,1,4",34,29,31,33,32
"4,2,1,2,4,1,1,4,3,3,4,0",37,32,33,36,35
"4,2,1,2,4,1,4,0,1,1,3,0",39,31,32,36,35
"4,2,1,2,4,1,0,2,4,0,3,4",44,34,35,35,35
"4,2,1,2,4,1,0,2,4,1,2,4",43,31,32,33,32
"4,2,1,2,4,1,3,0,4,0,4,3",42,33,34,38,38
"4,2,1,2,4,1,1,4,2,0,0,3",37,32,34,36,35
"4,2,1,2,4,1,3,3,1,4,2,2",37,32,34,36,35
"4,2,1,2,4,1,2,0,2,2,2,1",35,27,27,31,27
"4,2,1,2,4,1,1,4,2,3,3,3",34,29,31,33,32
"4,2,1,2,4,1,0,2,3,1,0,2",46,33,33,37,33
"4,2,1,2,4,1,0,3,3,3,4,4",37,31,32,33,34
"4,2,1,2,4,1,3,2,0,1,3,2",47,34,34,39,34
"4,2,1,2,4,1,4,1,1,1,4,1",31,24,26,28,27
"4,2,1,2,4,1,1,1,1,1,1,4",28,23,25,27,26
"4,2,1,2,4,1,0,2,2,3,4,2",43,32,33,33,33
"4,2,1,2,4,1,1,3,3,0,0,1",37,32,32,36,33
"4,2,1,2,4,1,4,4,1,2,2,0",34,29,31,33,31
"4,2,1,2,4,1,1,1,4,3,3,0",36,31,32,35,34
"4,2,1,2,4,1,0,1,3,4,4,3",39,31,33,36,35
"4,2,1,2,4,1,0,2,4,2,4,2",39,29,30,30,30
"4,2,1,2,4,1,0,2,2,4,2,2",37,28,29,29,29
"4,2,1,2,4,1,3,0,3,2,2,4",44,35,36,36,36
"4,2,1,2,4,1,0,4,4,2,3,4",41,32,33,33,34
"4,2,1,2,4,1,0,2,2,3,3,4",41,33,34,34,34
"4,2,1,2,4,1,3,0,2,1,3,2",47,34,34,39,34
"4,2,1,2,4,1,0,1,2,1,0,1",38,28,28,33,29
"4,2,1,2,4,1,3,0,3,2,3,4",45,35,36,36,36
"4,2,1,2,4,1,0,2,2,2,4,4",36,28,29,29,29
"4,2,1,2,4,1,3,4,4,1,3,1",38,30,32,36,32
"4,2,1,2,4,1,2,1,2,0,0,0",34,27,27,31,27
"4,2,1,2,4,1,4,3,3,2,0,0",39,34,35,35,35
"4,2,1,2,4,1,3,0,3,4,2,2",43,35,36,36,36
"4,2,1,2,4,1,3,0,4,0,0,3",41,33,33,36,36
"4,2,1,2,4,1,0,2,4,4,4,3",40,32,33,33,33
"4,2,1,2,4,1,0,0,0,1,2,0",36,28,28,32,29
"4,2,1,2,4,1,0,2,2,3,4,3",42,33,34,34,34
"4,2,1,2,4,1,0,4,2,3,3,4",41,33,34,34,35
"4,2,1,2,4,1,0,1,0,1,1,1",33,26,26,31,27
"4,2,1,2,4,1,0,0,0,2,4,0",38,30,30,31,30
"4,2,1,2,4,1,0,0,2,2,1,3",39,33,33,36,33
"4,2,1,2,4,1,4,3,3,4,1,1",35,30,32,34,32
"4,2,1,2,4,1,1,1,2,1,2,1",32,24,26,28,26
"4,2,1,2,4,1,2,0,1,4,0,1",41,30,31,36,32
"4,2,1,2,4,1,0,1,2,1,1,0",37,28,28,33,29
"4,2,1,2,4,1,1,4,0,1,2,0",38,30,31,35,34
"4,2,1,2,4,1,0,0,2,2,0,1",36,30,30,33,30
"4,2,1,2,4,1,0,0,2,0,2,4",38,31,31,32,31
"4,2,1,2,4,1,0,1,1,4,0,0",35,28,28,33,30
"4,2,1,2,4,1,1,3,4,3,2,4",39,31,34,36,35
"4,2,1,2,4,1,1,3,0,4,2,1",46,32,34,36,34
"4,2,1,2,4,1,3,0,4,3,0,0",42,33,33,37,36
"4,2,1,2,4,1,0,1,3,2,4,1",46,32,34,36,34
"4,2,1,2,4,1,1,3,4,4,3,4",35,28,31,33,32
"4,2,1,2,4,1,0,1,3,0,2,1",44,32,32,37,33
"4,2,1,2,4,1,0,2,4,4,0,3",42,34,35,35,35
"4,2,1,2,4,1,1,2,1,1,2,1",32,24,26,28,26
"4,2,1,2,4,1,3,2,1,1,3,2",40,30,32,36,32
"4,2,1,2,4,1,4,3,3,3,2,0",39,34,35,35,35
"4,2,1,2,4,1,0,0,1,3,3,4",38,33,33,37,35
"4,2,1,2,4,1,4,3,3,3,4,1",35,30,32,34,32
"4,2,1,2,4,1,0,2,4,4,3,3",40,32,33,33,33
"4,2,1,2,4,1,0,2,3,3,0,4",43,36,36,37,36
"4,2,1,2,4,1,4,4,4,4,4,1",29,24,26,28,26
"4,2,1,2,4,1,3,0,2,0,1,2",45,33,33,37,33
"4,2,1,2,4,1,3,0,2,4,2,1",48,33,34,36,34
"4,2,1,2,4,1,3,2,1,0,4,1",46,32,34,36,34
"4,2,1,2,4,1,1,1,3,3,4,0",37,32,33,36,35
"4,2,1,2,4,1,0,4,2,0,4,1",42,32,33,34,35
"4,2,1,2,4,1,2,1,2,1,1,1",32,24,26,28,26
"4,2,1,2,4,1,0,0,0,0,2,3",37,31,31,33,31
"4,2,1,2,4,1,2,0,1,2,2,1",37,28,28,33,28
"4,2,1,2,4,1,0,2,3,4,0,2",47,34,34,35,34
"4,2,1,2,4,1,1,4,0,0,4,3",36,31,32,35,34
"4,2,1,2,4,1,3,1,0,0,1,3",39,32,32,38,34
"4,2,1,2,4,1,0,0,4,3,3,2",40,35,35,36,35
"4,2,1,2,4,1,0,3,4,0,4,3",42,33,34,37,37
"4,2,1,2,4,1,1,3,2,4,4,3",39,31,34,36,34
"4,2,1,2,4,1,4,0,1,1,0,2",37,30,31,35,34
"4,2,1,2,4,1,0,3,2,3,3,4",43,34,35,35,35
"4,2,1,2,4,1,0,4,2,0,4,4",39,30,31,31,32
"4,2,1,2,4,1,1,3,4,4,2,3",38,31,34,36,35
"4,2,1,2,4,1,3,1,4,1,4,3",38,30,32,36,33
"4,2,1,2,4,1,0,1,4,1,0,1",37,28,28,33,30
"4,2,1,2,4,1,3,2,1,0,2,1",44,31,32,35,32
"4,2,1,2,4,1,2,0,3,4,2,0",46,34,34,35,34
"4,2,1,2,4,1,0,2,4,2,4,3",42,33,34,34,34
"4,2,1,2,4,1,3,0,2,3,3,4",45,35,36,36,36
"4,2,1,2,4,1,3,1,0,4,2,1",46,32,34,36,34
"4,2,1,2,4,1,0,4,4,3,4,3",38,31,32,33,34
"4,2,1,2,4,1,0,0,2,0,3,0",39,31,31,33,31
"4,2,1,2,4,1,3,0,0,4,3,4",41,33,33,37,37
"4,2,1,2,4,1,1,1,4,4,0,3",35,30,31,34,33
"4,2,1,2,4,1,1,1,4,2,3,3",34,29,31,33,32
"4,2,1,2,4,1,0,3,2,4,1,2",48,33,34,36,34
"4,2,1,2,4,1,1,1,1,2,1,2",31,24,26,28,26
"4,2,1,2,4,1,0,1,1,0,0,1",33,27,27,32,28
"4,2,1,2,4,1,0,3,1,1,3,0",39,32,32,38,33
"4,2,1,2,4,1,3,2,0,1,4,2",48,33,34,36,34
"4,2,1,2,4,1,1,3,4,4,3,2",37,31,34,36,35
"4,2,1,2,4,1,0,3,1,1,0,3",40,32,32,38,33
"4,2,1,2,4,1,3,1,2,2,1,3",38,30,32,36,32
"4,2,1,2,4,1,3,1,4,1,3,4",39,30,32,36,33
"4,2,1,2,4,1,2,2,3,0,1,2",43,31,31,35,31
"4,2,1,2,4,1,0,3,4,2,1,0",49,35,35,38,36
"4,2,1,2,4,1,0,0,2,3,2,1",41,33,33,36,33
"4,2,1,2,4,1,1,4,4,3,3,1",34,29,31,33,32
"4,2,1,2,4,1,0,0,0,0,4,1",34,28,28,32,30
"4,2,1,2,4,1,0,3,3,3,4,3",38,31,32,33,34
"4,2,1,2,4,1,0,0,2,1,2,3",40,33,33,36,33
"4,2,1,2,4,1,0,2,1,1,0,2",39,29,30,35,30
"4,2,1,2,4,1,1,1,4,2,2,3",34,29,31,33,32
"4,2,1,2,4,1,1,1,0,1,0,1",33,26,26,31,27
"4,2,1,2,4,1,4,2,3,3,2,0",39,34,35,35,35
"4,2,1,2,4,1,0,1,3,2,1,0",44,32,32,37,33
"4,2,1,2,4,1,1,4,4,4,0,3",35,30,31,34,33
"4,2,1,2,4,1,0,0,2,3,0,2",41,32,32,34,32
"4,2,1,2,4,1,0,4,4,4,2,0",37,30,31,31,32
"4,2,1,2,4,1,0,0,3,3,4,4",37,32,32,34,34
"4,2,1,2,4,1,2,3,1,4,2,1",43,30,32,34,32
"4,2,1,2,4,1,3,2,2,1,3,1",39,30,31,36,31
"4,2,1,2,4,1,1,3,2,0,4,1",46,32,34,36,34
"4,2,1,2,4,1,2,1,0,2,0,2",37,28,28,33,28
"4,2,1,2,4,1,3,2,0,4,1,2",49,33,34,36,34
"4,2,1,2,4,1,0,2,4,1,2,1",42,29,31,33,31
"4,2,1,2,4,1,0,4,4,4,4,3",36,30,31,32,33
"4,2,1,2,4,1,0,1,1,1,0,1",33,26,26,31,27
"4,2,1,2,4,1,0,0,2,1,2,4",39,32,32,34,32
"4,2,1,2,4,1,0,2,4,4,0,2",40,31,32,32,32
"4,2,1,2,4,1,4,3,1,1,1,3",35,28,30,33,32
"4,2,1,2,4,1,1,3,3,1,4,0",38,33,34,37,36
"4,2,1,2,4,1,3,3,3,1,4,2",37,32,34,36,35
"4,2,1,2,4,1,0,0,0,0,1,2",34,28,28,32,29
"4,2,1,2,4,1,3,3,1,1,4,0",38,33,34,37,36
"4,2,1,2,4,1,3,0,0,3,3,4",39,33,33,36,36
"4,2,1,2,4,1,0,3,1,3,1,0",40,32,32,38,33
"4,2,1,2,4,1,3,0,2,1,4,2",48,33,34,36,34
"4,2,1,2,4,1,3,2,2,0,1,2",43,31,31,35,31
"4,2,1,2,4,1,3,0,4,0,3,0",42,33,33,36,36
"4,2,1,2,4,1,3,2,0,1,2,0",45,33,33,36,33
"4,2,1,2,4,1,0,0,4,4,0,3",37,32,32,34,34
"4,2,1,2,4,1,0,2,4,3,4,4",41,32,33,33,33
"4,2,1,2,4,1,0,0,0,0,2,1",35,28,28,32,29
"4,2,1,2,4,1,0,4,1,0,1,1",37,28,28,33,30
"4,2,1,2,4,1,0,3,2,4,0,2",47,34,34,35,34
"4,2,1,2,4,1,0,4,1,1,4,0",37,29,30,35,32
"4,2,1,2,4,1,4,4,1,1,2,0",34,29,31,33,31
"4,2,1,2,4,1,0,3,4,1,0,1",44,32,32,37,34
"4,2,1,2,4,1,0,1,1,0,2,2",35,28,28,33,29
"4,2,1,2,4,1,1,4,0,2,4,0",38,30,31,35,34
"4,2,1,2,4,1,0,0,2,2,0,4",37,31,31,32,31
"4,2,1,2,4,1,0,2,1,1,0,1",38,28,28,33,29
"4,2,1,2,4,1,0,1,1,0,1,4",35,28,28,33,30
"4,2,1,2,4,1,3,3,4,4,2,0",40,35,36,36,36
"4,2,1,2,4,1,0,4,1,1,1,0",36,28,28,33,30
"4,2,1,2,4,1,1,3,3,4,0,0",37,32,33,36,35
"4,2,1,2,4,1,0,2,1,1,1,0",37,28,28,33,29
"4,2,1,2,4,1,0,1,0,1,1,4",35,28,28,33,30
"4,2,1,2,4,1,4,4,3,3,1,1",34,29,31,33,31
"4,2,1,2,4,1,3,0,0,3,1,4",41,35,35,40,38
"4,2,1,2,4,1,0,2,2,4,1,2",41,29,30,32,30
"4,2,1,2,4,1,0,2,4,3,3,4",41,33,34,34,34
"4,2,1,2,4,1,0,2,1,1,1,1",35,26,27,31,27
"4,2,1,2,4,1,2,2,1,1,0,1",34,27,27,31,27
"4,2,1,2,4,1,3,0,2,3,4,4",45,35,36,36,36
"4,2,1,2,4,1,3,0,0,1,1,3",39,32,32,38,34
"4,2,1,2,4,1,0,3,2,4,4,0",45,34,35,35,35
"4,2,1,2,4,1,0,4,1,2,0,4",43,32,33,34,35
"4,2,1,2,4,1,4,1,4,1,1,1",31,24,26,28,27
"4,2,1,2,4,1,1,1,3,4,3,4",35,28,31,33,32
"4,2,1,2,4,1,4,4,1,3,3,1",34,29,31,33,31
"4,2,1,2,4,1,1,0,3,2,1,0",44,32,32,37,33
"4,2,1,2,4,1,3,3,4,2,0,0",40,35,36,36,36
"4,2,1,2,4,1,2,0,1,0,4,1",40,30,31,36,32
"4,2,1,2,4,1,0,0,2,3,2,0",40,32,32,34,32
"4,2,1,2,4,1,2,1,1,1,2,2",31,24,26,28,26
"4,2,1,2,4,1,4,0,1,0,2,1",39,30,31,36,34
"4,2,1,2,4,1,1,1,3,3,1,4",34,29,31,33,32
"4,2,1,2,4,1,2,4,3,1,3,1",40,30,32,36,33
