sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,0,0,0,3",8,8,8,8,8
"0,2,2,0,3",11,11,11,11,11
"2,1,2,4,1",16,13,14,14,14
"0,0,1,2,1",9,8,8,8,8
"4,1,3,2,0",23,15,15,15,15
"4,2,0,1,0",18,12,12,12,12
"2,4,1,3,0",22,15,15,15,15
"0,0,4,4,0",10,10,10,10,10
"3,2,3,2,1",16,14,15,15,15
"2,4,2,2,4",13,12,12,13,12
"3,1,2,3,4",19,17,17,18,18
"1,3,1,0,3",14,12,12,13,12
"4,3,0,2,0",20,14,14,14,14
"4,2,4,2,2",14,12,13,13,13
"0,0,3,1,2",13,11,11,11,11
"3,4,1,1,3",17,14,15,15,15
"2,0,2,1,0",13,10,10,11,10
"0,1,1,3,4",13,13,13,13,13
"2,0,2,0,3",13,11,11,12,11
"3,1,2,1,0",17,12,12,12,12
"0,0,3,4,0",14,12,12,12,12
"0,3,1,2,0",16,11,11,11,11
"3,1,2,1,3",16,13,14,14,14
"3,2,0,2,0",15,11,11,12,11
"0,0,2,4,3",15,14,14,14,14
"0,1,1,1,0",7,7,7,7,7
"4,0,0,4,0",12,10,10,11,10
"2,3,1,2,1",16,12,13,13,13
"3,0,0,0,3",10,9,9,10,9
"3,0,2,3,0",16,12,12,13,12
"3,1,0,3,0",15,11,11,12,11
"4,3,2,1,4",24,18,18,19,19
"3,2,2,0,3",15,13,14,14,14
"2,4,1,1,2",16,13,14,14,14
"4,2,1,4,3",21,18,18,18,19
"4,1,1,4,1",13,11,12,12,12
"4,3,2,0,4",23,17,17,18,18
"0,0,2,2,1",9,9,9,9,9
"4,2,3,1,0",24,15,15,15,15
"0,0,3,2,4",15,14,14,14,14
"0,0,4,4,1",11,11,11,11,11
"4,1,4,1,1",13,11,12,12,12
"2,3,0,3,0",14,11,11,12,11
"3,1,1,4,3",16,14,15,15,15
"0,0,2,0,0",8,7,7,7,7
"1,3,2,3,2",14,12,13,13,13
"0,0,2,0,3",11,10,10,10,10
"0,1,2,2,1",9,9,9,9,9
"0,2,4,4,3",15,15,15,15,15
"0,2,2,0,1",10,10,10,10,10
"2,0,0,3,2",13,11,11,12,11
"0,0,1,2,2",8,8,8,8,8
"0,2,2,4,4",11,11,11,11,11
"1,0,2,1,0",13,9,9,9,9
"2,1,1,2,3",13,12,13,13,13
"2,1,1,2,0",12,11,11,12,12
"0,0,3,4,1",15,13,13,13,13
"2,1,1,2,4",14,13,14,14,14
"3,2,0,0,3",15,12,12,13,12
"3,0,2,2,3",14,12,13,13,13
"2,4,3,0,1",22,15,15,15,15
"2,0,2,0,1",12,10,10,11,10
"3,0,3,0,1",13,11,11,12,11
"3,0,1,3,3",13,11,11,12,11
"3,2,2,3,1",15,14,15,15,15
"0,1,3,3,2",12,12,12,12,12
"3,2,0,3,0",16,12,12,13,12
"0,1,1,0,3",10,10,10,10,10
"3,1,4,2,0",22,15,15,15,15
"0,0,0,1,2",8,8,8,8,8
"2,1,2,1,4",15,13,14,14,14
"2,4,1,2,1",17,13,14,14,14
"0,3,1,3,1",12,10,11,11,11
"0,1,2,2,4",12,12,12,12,12
"0,0,3,3,4",12,12,12,12,12
"3,4,1,2,0",23,15,15,15,15
"0,1,2,4,4",12,12,12,12,12
"2,3,2,3,2",13,11,11,12,11
"0,1,3,4,4",13,13,13,13,13
"0,2,1,1,2",10,9,10,10,10
"4,1,2,0,1",19,13,13,13,13
"4,0,1,2,0",17,12,12,12,12
"2,0,0,2,4",13,12,12,13,12
"2,0,3,1,0",16,11,11,11,11
"3,1,2,0,2",17,12,12,12,12
"0,2,3,3,3",10,10,10,10,10
"0,3,1,1,3",11,10,11,11,11
"4,3,0,1,0",19,13,13,13,13
"2,1,4,2,1",17,13,14,14,14
"2,1,3,1,2",15,12,13,13,13
"4,3,1,2,3",22,17,17,18,18
"0,0,1,4,0",12,10,10,10,10
"0,2,2,3,4",14,14,14,14,14
"0,4,1,1,4",12,11,12,12,12
"1,3,0,3,0",13,10,10,11,10
"0,0,1,3,2",12,11,11,11,11
"0,0,2,3,3",10,10,10,10,10
"0,4,0,0,4",11,10,10,11,10
"3,2,1,1,2",15,12,13,13,13
"0,1,3,3,3",9,9,9,9,9
"0,2,2,3,3",10,10,10,10,10
"3,0,0,3,0",11,9,9,10,9
"3,1,2,2,3",15,13,14,14,14
"0,0,1,3,4",13,13,13,13,13
"1,4,2,0,1",19,13,13,13,13
"4,0,1,0,4",15,12,12,13,12
"1,4,3,4,3",16,14,15,15,15
"2,1,3,2,1",16,12,13,13,13
"0,0,1,1,3",9,9,9,9,9
"2,3,0,0,3",13,11,11,12,11
"0,4,2,0,1",17,12,12,12,12
"0,3,0,1,3",13,11,11,12,11
"3,1,3,1,1",12,10,11,11,11
"0,0,2,4,0",13,11,11,11,11
"1,4,2,4,2",15,13,14,14,14
"4,1,2,3,0",22,15,15,15,15
"0,0,0,1,1",6,6,6,6,6
"2,0,3,2,0",15,11,11,12,11
"2,4,1,4,1",16,13,14,14,14
"2,1,1,2,2",10,9,10,10,10
"0,0,1,2,3",11,11,11,11,11
"3,0,0,1,3",13,11,11,12,11
"3,2,1,4,3",21,17,17,18,18
"2,1,2,1,0",13,11,11,12,12
"2,3,1,1,3",14,12,13,13,13
"0,0,3,3,1",10,10,10,10,10
"3,4,2,1,0",24,15,15,15,15
"4,3,1,2,0",24,15,15,15,15
"2,3,0,1,0",16,11,11,11,11
"0,0,0,3,0",9,8,8,8,8
"0,0,4,4,3",13,13,13,13,13
"0,0,0,4,0",10,9,9,9,9
"0,2,4,4,2",12,12,12,12,12
"1,3,1,3,1",12,10,10,11,10
"4,0,0,1,4",14,12,12,13,12
"0,2,3,4,4",14,14,14,14,14
"2,1,1,4,2",15,13,14,14,14
"4,2,1,1,2",16,13,14,14,14
"3,0,1,0,3",14,11,11,12,11
"0,3,0,3,0",11,9,9,10,9
"4,3,1,0,1",20,14,14,14,14
"0,0,0,2,1",9,8,8,8,8
"4,2,1,4,4",17,14,14,14,15
"3,0,1,3,1",14,11,11,12,11
"4,0,2,1,0",18,12,12,12,12
"0,0,0,1,4",10,10,10,10,10
"0,1,1,1,3",9,9,9,9,9
"4,0,2,0,1",17,12,12,12,12
"0,0,0,2,4",11,11,11,11,11
"1,4,2,3,0",21,15,15,15,15
"0,3,3,0,1",11,11,11,11,11
"0,3,2,1,0",17,11,11,11,11
"4,2,0,1,1",17,12,12,12,12
"3,2,3,3,2",13,12,12,13,12
"2,3,1,3,1",15,12,13,13,13
"3,0,0,2,3",14,12,12,13,12
"1,2,0,1,0",13,9,9,9,9
"4,1,2,4,3",20,18,18,18,19
"0,3,2,3,2",13,11,12,12,12
"2,0,2,0,0",10,8,8,9,8
"3,2,0,3,2",17,13,14,14,14
"0,4,3,1,0",19,13,13,13,13
"2,0,4,0,2",15,12,12,13,12
"2,4,3,1,0",23,15,15,15,15
"0,0,1,0,1",8,7,7,7,7
"0,0,0,2,0",8,7,7,7,7
"2,1,2,1,1",11,9,10,10,10
"4,0,3,2,1",22,15,15,15,15
"0,2,2,2,0",8,8,8,8,8
"3,1,1,3,3",11,10,11,11,11
"3,2,1,3,2",18,14,15,15,15
"4,2,1,0,3",22,15,15,15,15
"3,0,3,1,0",14,11,11,12,11
"2,0,0,2,3",12,11,11,12,11
"3,1,4,3,1",18,14,15,15,15
"0,0,2,3,2",11,10,10,10,10
"4,0,3,2,4",21,17,17,18,18
"3,1,0,3,1",16,12,12,13,12
"0,0,2,3,1",13,11,11,11,11
"0,2,4,1,0",17,12,12,12,12
"3,2,1,2,3",17,14,15,15,15
"0,0,1,4,1",11,10,10,10,10
"0,0,2,1,2",10,9,9,9,9
"3,2,4,0,1",22,15,15,15,15
"0,0,1,1,2",8,8,8,8,8
"3,1,3,2,1",16,13,14,14,14
"2,3,1,0,2",19,13,13,13,13
"0,0,2,4,2",12,11,11,11,11
"0,0,2,4,1",14,12,12,12,12
"0,0,2,2,2",7,7,7,7,7
"4,3,2,1,3",23,17,17,18,18
"4,1,4,0,1",16,13,13,14,14
"3,2,0,3,3",15,12,12,13,12
"1,3,2,0,1",18,12,12,12,12
"3,4,0,2,1",22,15,15,15,15
"1,3,4,2,0",21,15,15,15,15
"0,0,1,0,3",10,9,9,9,9
"0,4,3,2,0",20,14,14,14,14
"2,4,0,1,0",17,12,12,12,12
"4,2,2,4,4",13,12,13,13,13
"3,1,2,3,2",16,13,14,14,14
"0,0,3,2,1",14,11,11,11,11
"0,0,3,1,4",14,13,13,13,13
"3,1,3,1,4",16,14,15,15,15
"4,2,1,3,0",23,15,15,15,15
"3,2,3,2,3",14,12,12,13,12
"3,2,1,3,1",17,13,14,14,14
"2,0,0,2,0",10,8,8,9,8
"4,2,1,0,1",19,13,13,13,13
"0,1,2,3,3",11,11,11,11,11
"0,2,2,1,3",12,12,12,12,12
"3,2,1,1,0",17,12,12,12,12
"0,0,2,4,4",11,11,11,11,11
"3,1,2,3,1",17,13,14,14,14
"0,0,0,3,3",8,8,8,8,8
"1,4,1,4,1",13,11,11,12,11
"2,4,0,0,4",14,12,12,13,12
"4,0,2,2,4",15,13,14,14,14
"0,0,4,4,2",12,12,12,12,12
"0,0,1,1,0",7,7,7,7,7
"0,0,3,2,3",12,11,11,11,11
"0,1,1,0,4",11,11,11,11,11
"3,0,0,3,3",10,9,9,10,9
"0,0,0,3,1",10,9,9,9,9
"0,2,2,0,0",8,8,8,8,8
"2,1,2,1,2",12,10,10,11,10
"3,0,0,3,1",12,11,11,12,11
"3,2,1,0,2",19,13,13,13,13
"4,1,2,3,4",21,18,18,19,19
"3,1,3,1,3",13,11,11,12,11
"0,3,0,0,3",10,9,9,10,9
"4,2,0,4,2",18,14,15,16,15
"4,3,2,0,0",20,14,14,14,14
"4,0,1,1,4",14,12,12,13,12
"0,4,2,2,4",13,12,13,13,13
"3,1,0,3,3",14,11,11,12,11
"1,4,3,2,0",22,15,15,15,15
"4,3,0,1,2",22,15,15,15,15
"4,3,1,0,2",23,15,15,15,15
"3,2,1,2,1",16,12,13,13,13
"2,0,4,2,0",16,12,12,13,12
"0,2,2,1,1",9,9,9,9,9
"4,3,4,3,3",15,13,14,14,14
"0,0,1,3,1",10,9,9,9,9
"2,0,2,3,0",14,11,11,12,11
"3,1,2,4,3",20,17,17,18,18
"0,2,2,2,4",11,11,11,11,11
"1,4,0,0,4",13,11,11,12,11
"2,3,0,0,2",14,11,11,12,11
"3,4,1,2,4",21,17,17,17,18
"3,2,0,1,0",17,11,11,11,11
"0,0,1,4,2",13,12,12,12,12
"3,0,1,3,0",15,11,11,12,11
"0,2,1,2,1",11,9,10,10,10
"0,3,3,0,0",9,9,9,9,9
"0,0,2,3,0",12,10,10,10,10
"1,3,0,1,0",14,10,10,10,10
"0,1,3,3,1",10,10,10,10,10
"2,1,2,2,1",11,10,10,11,10
"4,1,1,4,0",14,13,13,14,14
"4,2,2,4,2",14,12,13,13,13
"0,0,3,0,0",9,8,8,8,8
"2,1,1,3,2",14,12,13,13,13
"3,0,3,0,2",14,12,12,13,12
"3,0,2,0,1",16,11,11,11,11
"0,0,3,2,2",11,10,10,10,10
"0,3,0,2,3",14,12,12,13,12
"0,2,0,2,0",10,8,8,9,8
"0,0,3,3,0",9,9,9,9,9
"3,2,0,1,1",16,11,11,11,11
"0,2,4,4,4",11,11,11,11,11
"0,0,0,0,1",6,6,6,6,6
"0,2,0,0,2",9,8,8,9,8
"4,3,1,0,0",19,13,13,13,13
"3,0,3,2,0",15,12,12,13,12
"3,2,3,2,2",13,11,12,12,12
"3,0,2,3,2",15,12,13,13,13
"2,4,1,0,2",20,14,14,14,14
"4,0,2,4,2",16,13,14,14,14
"0,2,2,2,1",9,9,9,9,9
"2,4,1,1,4",15,13,14,14,14
"3,2,2,2,3",12,11,12,12,12
"3,1,1,3,4",15,14,15,15,15
"0,3,2,0,1",16,11,11,11,11
"3,2,1,3,3",16,13,13,14,14
"0,1,3,3,4",13,13,13,13,13
"0,4,0,4,0",12,10,10,11,10
"2,0,4,1,0",17,12,12,12,12
"3,2,2,1,3",16,14,15,15,15
"4,2,4,1,2",18,15,16,17,16
"0,0,1,4,4",10,10,10,10,10
"3,1,1,3,2",14,13,14,14,14
"3,2,3,2,0",15,13,14,14,14
"3,1,1,1,3",11,10,11,11,11
"1,4,0,4,0",14,11,11,12,11
"3,0,1,1,3",13,11,11,12,11
"4,0,2,3,4",20,17,17,18,18
"3,1,1,0,3",14,12,12,13,12
"0,0,0,2,3",10,10,10,10,10
"2,4,1,0,0",17,12,12,12,12
"1,2,0,2,0",12,9,9,10,9
"4,0,3,2,0",20,14,14,14,14
"0,1,1,3,3",9,9,9,9,9
"0,0,2,2,4",11,11,11,11,11
"4,2,0,3,4",21,17,17,18,18
"3,2,3,1,2",17,14,15,16,15
"2,3,1,1,2",15,12,13,13,13
"2,4,0,0,2",15,12,12,13,12
"0,0,1,0,2",9,8,8,8,8
"0,0,0,0,4",9,9,9,9,9
"0,4,1,4,1",13,11,12,12,12
"0,0,2,1,4",13,12,12,12,12
"1,3,0,1,3",15,12,12,13,12
"0,0,2,1,0",11,8,8,8,8
"0,0,2,0,4",12,11,11,11,11
"3,1,3,3,1",12,11,11,12,11
"4,2,1,3,4",22,18,18,19,19
"2,1,1,2,1",11,9,10,10,10
"3,1,4,1,3",17,14,15,15,15
"2,1,2,0,1",14,11,11,12,12
"2,3,2,2,3",12,11,11,12,11
"0,0,1,3,3",9,9,9,9,9
"3,2,4,1,0",23,15,15,15,15
"2,0,3,0,2",14,11,11,12,11
"1,4,1,1,4",12,11,11,12,11
"2,1,2,3,1",15,12,13,13,13
"0,1,1,4,4",10,10,10,10,10
"3,1,1,3,1",12,10,11,11,11
"2,0,0,4,2",14,12,12,13,12
"0,0,3,3,2",11,11,11,11,11
"0,0,1,3,0",11,9,9,9,9
"0,0,2,0,2",9,8,8,8,8
"2,1,2,1,3",14,12,13,13,13
"3,4,1,0,2",22,15,15,15,15
"4,1,4,1,0",15,13,13,14,14
"3,0,0,3,2",13,12,12,13,12
"2,4,0,4,0",15,12,12,13,12
"4,1,2,0,0",17,12,12,12,12
"2,1,1,1,2",10,9,10,10,10
"3,2,1,3,4",20,17,17,18,18
"0,2,3,1,0",16,11,11,11,11
"2,0,0,0,2",9,8,8,9,8
"0,0,2,2,0",8,8,8,8,8
"2,3,1,0,0",16,11,11,11,11
"3,2,2,3,0",14,13,14,14,14
"0,2,2,0,4",12,12,12,12,12
"3,2,4,1,3",22,17,17,18,18
"3,2,2,3,2",13,11,12,12,12
"3,4,1,2,3",22,17,17,18,18
"2,0,0,2,2",9,8,8,9,8
"4,0,4,0,0",12,10,10,11,10
"4,2,0,3,1",22,15,15,15,15
"1,2,1,1,2",10,9,9,10,9
"0,3,2,0,3",15,12,12,13,12
"0,0,2,2,3",10,10,10,10,10
"3,1,0,2,1",17,12,12,12,12
"4,1,3,0,2",22,15,15,15,15
"3,1,1,2,3",15,13,14,14,14
"4,2,4,0,2",17,14,15,16,15
"0,1,4,4,2",13,13,13,13,13
"0,4,2,1,0",18,12,12,12,12
"1,3,2,2,3",13,12,13,13,13
"4,3,3,4,4",14,13,14,14,14
"2,0,2,4,0",15,12,12,13,12
"3,2,2,3,3",12,11,12,12,12
"0,0,3,0,3",10,9,9,9,9
"0,2,2,2,2",7,7,7,7,7
"2,3,1,0,1",17,12,12,12,12
"0,0,2,1,1",9,8,8,8,8
"0,1,1,1,2",8,8,8,8,8
"3,1,2,0,1",18,12,12,12,12
"3,1,0,1,3",15,12,12,13,12
"0,4,2,4,2",14,12,13,13,13
"3,4,2,1,4",22,17,17,17,18
"1,4,3,0,1",20,14,14,14,14
"1,3,0,2,1",17,12,12,12,12
"2,4,2,4,2",14,12,12,13,12
"2,1,4,1,2",16,13,14,14,14
"4,2,1,0,0",18,12,12,12,12
"1,3,2,1,0",17,12,12,12,12
"4,3,2,1,0",25,15,15,15,15
"1,4,3,3,4",15,14,15,15,15
"0,0,3,0,2",12,10,10,10,10
