sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,0,0,4,4,1",12,12,12,12,12
"3,4,0,1,3,4",24,19,19,21,19
"4,2,1,3,0,1",26,17,17,17,17
"3,2,3,1,2,4",22,19,20,21,21
"2,4,3,1,2,0",27,18,18,18,18
"0,2,1,1,2,1",12,10,11,11,11
"0,1,2,1,2,1",12,10,10,11,10
"0,0,0,1,4,1",12,11,11,11,11
"1,0,3,0,2,3",17,14,14,15,15
"3,2,3,0,2,0",18,14,15,16,15
"0,0,1,3,3,4",14,14,14,14,14
"2,3,1,2,1,3",19,15,17,17,17
"4,3,3,1,4,1",20,17,19,19,19
"4,3,0,0,4,3",20,16,17,19,17
"4,0,1,4,0,1",19,14,14,16,14
"4,3,1,2,0,2",26,17,17,17,17
"3,0,0,0,3,0",12,10,10,11,10
"3,0,3,0,0,0",12,10,10,11,10
"0,0,0,0,4,3",14,13,13,13,13
"4,2,3,3,4,2",21,18,20,20,20
"4,2,0,4,0,2",20,15,16,18,16
"0,3,0,2,0,3",16,13,13,14,14
"3,0,2,0,3,0",17,13,13,14,14
"4,4,3,1,0,3",22,19,19,19,20
"4,1,2,3,0,1",26,17,17,17,17
"0,3,2,0,0,3",16,13,13,14,14
