sequence,move to front,opt,opt free,discrete doa,continuous doa
"2,3,1,2,1,3,1",21,16,18,18,18
"3,0,2,3,1,2,1",22,17,18,18,19
"0,0,0,2,2,2,4",13,13,13,13,13
"4,3,0,0,2,1,0",27,17,17,17,17
"0,0,0,0,3,0,2",14,12,12,12,12
"0,0,0,2,2,2,0",10,10,10,10,10
"4,1,0,1,0,4,4",19,15,15,18,15
"2,4,1,0,1,4,0",24,17,17,20,17
"4,3,2,2,2,4,3",23,19,22,22,22
"3,4,0,2,3,4,2",28,21,23,23,24
"2,4,0,0,2,2,4",19,16,16,19,16
"2,4,0,3,1,2,0",30,19,19,19,19
"3,2,4,1,3,3,4",26,21,21,23,23
"3,4,1,4,1,3,0",24,21,21,23,23
"2,1,2,4,1,0,4",23,19,19,20,21
"3,2,0,2,3,1,1",21,18,18,18,19
"1,4,1,2,1,4,2",21,17,18,20,18
"4,3,0,2,3,1,2",29,21,21,21,23
"0,0,0,0,3,1,1",12,11,11,11,11
"1,3,4,2,0,1,0",28,18,18,18,18
"3,4,1,2,4,3,4",27,22,22,23,24
"2,0,4,2,1,4,4",21,18,18,18,19
"0,0,0,0,1,3,1",12,11,11,11,11
"3,4,1,1,3,4,0",24,21,21,23,23
"4,2,1,4,4,0,4",23,17,17,17,18
"0,4,3,0,3,4,0",22,17,18,20,18
"0,0,0,0,0,2,4",13,13,13,13,13
"2,3,1,1,2,1,3",20,16,18,18,18
"1,4,3,0,2,1,0",29,18,18,18,18
"3,0,2,3,2,2,1",20,17,17,17,18
"4,3,1,1,3,4,3",22,18,21,21,21
"0,0,0,0,3,2,4",17,16,16,16,16
"4,0,3,0,2,1,0",27,17,17,17,17
"4,3,1,3,4,1,0",26,21,22,24,24
"4,0,0,1,1,1,4",16,14,14,16,14
"4,3,1,0,2,1,0",29,18,18,18,18
"4,2,1,2,4,1,3",26,21,23,25,23
"0,0,0,0,2,3,4",16,16,16,16,16
"0,0,0,0,0,1,1",8,8,8,8,8
"3,1,3,2,1,0,2",23,19,19,21,21
"0,0,0,0,2,3,3",12,12,12,12,12
"0,0,0,1,1,1,1",8,8,8,8,8
"0,4,1,2,4,4,0",21,17,17,17,18
"0,0,0,0,3,4,0",16,14,14,14,14
"0,0,0,0,2,0,4",14,13,13,13,13
"3,2,3,1,2,0,1",24,19,19,20,22
"0,0,0,1,3,3,1",12,12,12,12,12
"0,0,0,0,3,2,1",16,13,13,13,13
"0,0,0,2,2,0,1",12,12,12,12,12
"3,0,1,3,0,3,0",19,14,14,16,14
"2,3,1,2,3,0,1",25,19,19,20,21
"0,0,0,0,0,1,4",12,12,12,12,12
"0,0,0,0,0,4,2",14,13,13,13,13
"4,1,0,3,2,1,0",29,18,18,18,18
"4,3,1,1,3,4,1",23,18,21,21,21
"2,1,1,3,2,0,3",21,18,18,20,20
"3,0,2,0,3,1,2",23,18,18,18,19
"0,0,0,0,2,1,2",12,11,11,11,11
"0,0,0,2,2,2,1",11,11,11,11,11
"4,3,1,1,4,3,2",26,22,24,25,25
"4,3,1,0,2,0,1",28,18,18,18,18
"4,3,2,2,3,4,4",22,19,22,22,22
"4,2,4,1,2,0,1",25,20,20,21,23
"0,0,0,0,1,4,4",12,12,12,12,12
"3,0,2,4,3,1,2",28,21,21,21,23
"4,3,1,4,1,3,1",24,18,21,21,21
"1,4,2,0,3,1,0",28,18,18,18,18
"0,0,0,1,3,3,3",11,11,11,11,11
"2,3,2,1,3,0,1",23,19,19,19,21
"0,2,2,4,1,0,4",21,18,18,18,19
"4,3,4,1,3,0,1",26,21,22,24,24
"4,1,0,1,4,0,3",24,19,19,22,19
"4,0,0,2,0,4,2",20,16,17,19,17
"0,4,3,2,2,4,3",23,19,22,22,22
"4,0,0,2,4,0,2",21,16,17,19,17
"3,0,1,3,0,0,3",18,14,14,16,14
"4,2,2,1,4,0,1",24,20,20,23,20
"4,3,1,2,1,0,1",28,18,18,18,18
"0,0,0,0,2,2,1",11,11,11,11,11
"3,4,0,2,4,1,2",28,21,21,23,23
"4,2,0,4,2,0,0",22,16,17,19,17
"2,0,0,3,0,2,3",18,15,15,17,15
"0,4,3,0,2,1,0",27,17,17,17,17
"3,1,0,4,2,1,0",28,18,18,18,18
"0,0,0,0,0,1,3",11,11,11,11,11
"4,2,2,3,4,0,3",25,21,22,23,24
"4,1,1,2,4,0,2",23,19,19,22,19
"0,4,1,1,0,0,4",17,15,15,17,15
"1,4,1,2,4,1,2",22,17,18,20,18
"2,4,1,0,0,1,4",22,17,17,20,17
"0,3,2,0,3,2,1",22,18,18,18,19
"4,0,2,0,4,0,2",21,16,17,19,17
"1,0,0,4,1,2,4",20,17,17,17,18
"0,4,0,1,4,1,0",19,15,15,17,15
"3,0,2,2,3,0,1",21,18,18,18,19
"0,0,0,2,4,4,2",14,14,14,14,14
"4,2,1,3,0,1,0",28,18,18,18,18
"4,2,1,0,3,1,0",28,18,18,18,18
"2,2,4,1,0,4,4",21,18,18,18,19
"3,2,4,1,3,4,3",27,21,21,23,23
"2,1,4,3,0,2,1",31,20,20,20,20
"0,0,0,0,2,2,0",10,10,10,10,10
"0,2,0,3,0,2,3",18,15,15,17,15
"3,1,4,2,3,4,3",26,21,21,23,23
"4,0,2,0,4,2,2",20,16,17,19,17
"0,4,3,1,3,1,4",22,18,21,21,21
"0,0,0,0,3,3,1",12,12,12,12,12
"4,3,1,3,1,4,4",22,18,21,21,21
"2,1,2,3,1,0,3",22,18,18,20,20
"0,0,0,0,4,4,1",13,13,13,13,13
"3,1,2,4,3,4,3",24,20,20,22,22
"1,4,1,1,0,4,0",18,15,15,17,15
"0,4,2,1,2,4,1",22,17,19,21,19
"0,0,0,1,1,0,2",11,11,11,11,11
"3,4,1,2,3,4,4",27,22,22,24,24
"4,3,1,3,4,0,1",27,21,22,24,24
"2,0,2,1,0,0,1",16,13,13,15,13
"0,0,0,2,2,4,4",13,13,13,13,13
"4,3,1,0,1,2,0",28,18,18,18,18
"3,4,1,0,1,4,0",25,18,18,21,18
"1,4,0,2,4,1,2",24,19,19,21,21
"0,0,0,2,2,0,0",10,10,10,10,10
"3,0,1,3,1,3,1",18,14,14,16,14
"3,0,2,2,2,3,1",19,17,17,17,18
"4,1,2,3,0,1,0",28,18,18,18,18
"4,3,1,4,3,1,2",28,22,24,26,25
"0,0,0,1,1,1,3",11,11,11,11,11
"1,3,0,2,2,3,1",21,18,18,18,19
"0,2,3,0,0,2,3",18,15,15,17,15
"1,4,0,3,1,2,0",28,18,18,18,18
"0,0,0,1,2,3,4",17,17,17,17,17
"0,4,3,2,3,4,2",24,19,22,22,22
"1,3,0,2,3,2,1",22,18,18,18,19
"4,3,2,3,4,2,2",24,19,22,22,22
"0,2,0,3,2,0,3",19,15,15,17,15
"0,0,0,1,3,3,4",15,15,15,15,15
"2,3,1,2,3,1,1",21,16,18,18,18
"3,1,0,3,0,3,0",19,14,14,16,14
"3,0,1,3,1,1,3",17,14,14,16,14
"2,3,1,2,1,1,3",20,16,18,18,18
"0,4,0,0,1,4,1",17,14,14,16,14
"4,1,0,1,0,1,4",20,16,16,19,16
"0,2,3,1,2,3,1",21,16,18,18,18
"0,4,3,2,2,3,4",22,19,22,22,22
"2,3,1,3,1,2,1",20,16,18,18,18
"2,4,3,1,3,1,4",25,20,23,23,23
"3,2,0,3,1,0,2",25,18,18,18,19
"2,3,1,3,1,2,0",22,19,19,21,21
"2,4,3,0,1,2,0",30,19,19,19,19
"0,0,0,0,0,4,0",12,11,11,11,11
"0,0,4,3,2,1,0",27,17,17,17,17
"4,0,2,4,3,1,2",28,22,22,24,24
"2,0,3,0,0,2,3",18,15,15,17,15
"2,4,1,0,1,0,4",23,17,17,20,17
"0,4,0,1,0,4,1",19,15,15,17,15
"3,2,0,3,0,1,2",24,18,18,18,19
"2,3,1,1,3,2,1",20,16,18,18,18
"0,4,2,1,1,4,2",21,17,19,20,19
"3,4,1,4,3,1,0",25,21,21,23,23
"4,3,2,3,2,4,2",24,19,22,22,22
"3,4,1,2,4,3,3",26,22,22,23,24
"1,4,0,2,3,1,0",28,18,18,18,18
"4,2,1,2,1,4,0",24,20,20,23,21
"4,2,1,2,4,1,1",22,17,19,21,19
"3,0,2,3,0,1,2",24,18,18,18,19
"4,3,2,1,1,0,1",28,18,18,18,18
"4,3,2,0,0,1,0",27,17,17,17,17
"0,2,3,1,1,2,3",19,16,18,18,18
"0,0,0,2,2,2,2",9,9,9,9,9
"2,3,1,2,3,1,0",24,19,19,20,21
"0,1,0,4,2,1,4",21,17,17,17,18
"0,0,0,0,3,0,1",13,11,11,11,11
"0,0,0,0,2,3,1",15,13,13,13,13
"2,3,1,1,2,3,3",19,16,18,18,18
"2,4,3,1,0,2,0",30,19,19,19,19
"4,1,0,0,0,1,4",18,15,15,18,15
"4,3,1,4,1,3,3",23,18,21,21,21
"4,3,1,4,1,1,3",23,18,21,21,21
"0,2,3,1,2,1,3",20,16,18,18,18
"3,2,1,1,2,3,2",20,16,18,18,18
"4,3,2,1,0,0,1",28,18,18,18,18
"0,4,2,0,2,4,0",21,16,17,19,17
"0,0,0,0,0,0,1",8,8,8,8,8
"4,1,0,1,1,0,4",19,16,16,19,16
"0,3,4,2,1,3,4",28,22,22,24,24
"1,4,1,2,4,0,2",23,19,19,21,21
"0,0,0,0,2,0,2",11,10,10,10,10
"0,0,0,2,2,2,3",12,12,12,12,12
"3,1,4,2,3,3,4",25,21,21,23,23
"4,2,0,0,0,4,2",20,16,17,19,17
"0,4,0,2,4,0,2",21,16,17,19,17
"0,1,1,4,0,2,4",19,17,17,17,18
"4,0,2,0,0,4,2",20,16,17,19,17
"0,2,3,0,2,0,3",19,15,15,17,15
"3,0,3,1,0,1,0",18,14,14,16,14
"0,0,0,0,0,3,4",14,14,14,14,14
"0,0,0,1,2,2,3",13,13,13,13,13
"0,0,0,0,3,2,2",13,12,12,12,12
"0,4,3,1,4,3,1",24,18,21,22,21
"4,3,1,1,4,3,0",25,21,22,24,24
"0,3,2,2,0,3,1",20,18,18,18,19
"0,0,0,0,1,0,1",10,9,9,9,9
"0,0,0,0,1,0,0",9,8,8,8,8
"3,4,1,0,0,1,4",23,18,18,21,18
"3,2,0,2,3,2,1",22,18,18,18,19
"4,1,3,2,0,0,1",28,18,18,18,18
"4,2,0,0,2,4,1",22,19,19,22,20
"3,4,1,2,4,4,3",26,22,22,23,24
"3,0,2,3,1,1,2",21,17,18,18,19
"1,4,3,2,0,1,0",29,18,18,18,18
"1,4,3,1,2,0,1",28,18,18,18,18
"4,2,0,0,4,0,2",21,16,17,19,17
"4,2,1,1,2,4,0",23,20,20,23,21
"4,0,0,0,1,4,1",17,14,14,16,14
"0,4,3,0,4,3,0",23,17,18,20,18
"4,1,4,2,0,1,2",25,20,20,22,22
"1,4,3,2,3,2,4",24,20,23,23,23
"4,0,0,1,1,4,1",17,14,14,16,14
"0,0,0,0,2,4,1",16,14,14,14,14
"0,3,2,1,3,1,2",21,16,18,18,18
"0,0,0,2,2,0,4",14,14,14,14,14
"3,4,1,0,1,0,4",24,18,18,21,18
"4,3,2,1,0,0,0",27,17,17,17,17
"3,2,0,3,2,0,3",23,17,17,20,17
"1,4,3,2,0,0,1",28,18,18,18,18
"0,0,0,0,0,3,2",13,12,12,12,12
"4,3,1,4,1,2,3",28,22,24,25,25
"1,0,4,3,2,1,0",29,18,18,18,18
"3,2,1,1,2,3,1",21,16,18,18,18
"0,4,2,0,0,2,4",19,16,17,19,17
"4,3,1,1,3,4,2",25,22,24,25,25
"0,4,1,2,4,0,4",22,17,17,17,18
"0,0,0,0,3,4,3",15,14,14,14,14
"4,1,0,0,1,4,3",22,19,19,22,19
"0,0,0,1,1,1,0",9,9,9,9,9
"0,2,3,1,3,1,2",19,16,18,18,18
"0,3,0,2,3,1,2",21,17,17,17,19
"1,3,0,4,2,1,0",28,18,18,18,18
"4,2,0,2,0,0,4",20,16,17,19,17
"0,2,3,0,3,0,2",18,15,15,17,15
"0,0,0,2,3,3,3",12,12,12,12,12
"1,4,3,2,0,1,1",28,18,18,18,18
"0,2,3,0,0,3,2",17,15,15,17,15
"4,3,1,1,4,1,3",23,18,21,21,21
"0,0,0,0,2,0,1",12,10,10,10,10
"0,0,0,2,3,4,4",16,16,16,16,16
"0,4,1,2,4,1,2",22,17,18,20,18
"0,4,0,3,2,1,0",27,17,17,17,17
"4,3,1,4,2,1,3",29,22,24,25,25
"4,3,2,4,3,2,2",25,19,22,22,22
"4,2,1,4,4,0,0",22,17,17,17,18
"0,4,3,2,0,1,0",27,17,17,17,17
"1,4,3,2,2,3,4",23,20,23,23,23
"0,2,4,1,2,4,1",22,17,19,20,19
"4,1,4,3,0,1,3",26,21,21,22,23
"1,3,1,2,2,3,0",20,18,18,18,19
"3,4,1,1,4,3,0",23,21,21,23,23
"3,2,0,3,1,1,2",23,18,18,18,19
"0,4,1,0,4,0,1",20,15,15,17,15
"2,4,2,1,4,0,1",24,20,20,22,22
"4,1,2,0,3,1,0",28,18,18,18,18
"0,0,0,0,1,0,4",13,12,12,12,12
"0,0,0,0,4,4,2",14,14,14,14,14
"0,0,0,0,1,3,2",14,13,13,13,13
"4,0,0,0,1,1,4",16,14,14,16,14
"4,3,1,1,3,3,4",21,18,21,21,21
"4,1,0,1,0,4,2",22,18,18,21,18
"2,4,1,2,4,1,0",25,20,20,22,22
"0,0,0,0,3,4,1",17,15,15,15,15
"3,4,1,3,4,0,1",27,21,21,23,23
"0,4,0,2,4,1,2",22,18,18,20,20
"4,3,1,1,4,3,1",24,18,21,21,21
"0,0,0,1,1,0,4",13,13,13,13,13
"4,1,0,0,1,4,1",19,15,15,18,15
"1,4,1,3,2,0,1",28,18,18,18,18
"3,4,2,1,3,4,4",28,22,22,24,24
"2,4,3,1,1,3,4",24,20,23,23,23
"4,1,1,3,4,0,3",24,20,21,22,23
"2,3,1,3,2,0,1",24,19,19,21,21
"0,0,0,0,3,1,4",16,15,15,15,15
"4,0,1,0,1,4,0",20,15,15,18,15
"4,2,1,2,4,1,0",25,20,20,23,21
"4,3,2,3,4,2,0",27,22,24,25,25
"4,3,2,2,4,0,3",27,22,24,25,25
"4,3,1,4,3,1,1",24,18,21,22,21
"0,0,0,2,4,4,4",13,13,13,13,13
"4,1,0,1,0,4,0",20,15,15,18,15
"0,4,3,1,2,0,1",28,18,18,18,18
"0,0,0,1,1,2,2",10,10,10,10,10
"0,0,0,2,3,3,2",13,13,13,13,13
"4,1,0,1,0,4,1",21,16,16,19,16
"0,0,0,0,1,2,0",12,10,10,10,10
"4,3,2,2,3,4,3",23,19,22,22,22
"4,0,2,0,2,0,4",20,16,17,19,17
"0,0,0,0,3,2,3",14,13,13,13,13
"4,1,0,1,4,0,2",23,18,18,21,18
"2,3,3,1,2,0,1",22,19,19,21,21
"1,0,4,2,1,4,4",21,17,17,17,18
"4,3,2,1,0,1,0",29,18,18,18,18
"4,3,1,4,3,2,1",29,22,24,26,25
"4,2,0,0,2,4,2",20,16,17,19,17
"4,3,1,2,0,1,0",29,18,18,18,18
"0,4,1,0,0,1,4",18,15,15,18,15
"0,0,0,0,1,2,2",10,10,10,10,10
"1,1,4,0,2,4,4",19,17,17,17,18
"0,0,0,0,2,1,1",11,10,10,10,10
"0,0,0,1,1,2,4",14,14,14,14,14
"4,0,3,2,1,0,0",27,17,17,17,17
"1,4,0,0,1,1,4",18,15,15,17,15
"4,2,3,1,0,1,0",28,18,18,18,18
"4,2,4,1,1,2,0",23,20,20,21,22
"0,0,0,0,2,2,3",12,12,12,12,12
"0,0,0,1,1,1,2",10,10,10,10,10
"1,4,0,0,1,4,1",19,15,15,17,15
"3,4,1,2,0,1,0",28,18,18,18,18
"4,2,0,4,0,2,0",22,16,17,19,17
"4,2,0,2,4,1,0",25,19,19,22,20
"4,1,3,0,2,1,0",29,18,18,18,18
"1,0,4,1,2,4,4",20,17,17,17,18
"0,0,0,0,0,4,4",11,11,11,11,11
"1,1,1,4,0,2,4",19,17,17,17,18
"0,0,0,1,1,1,4",12,12,12,12,12
"3,2,0,2,2,3,1",21,18,18,18,19
"0,4,3,2,1,0,0",27,17,17,17,17
"4,3,2,4,2,2,3",24,19,22,22,22
"3,1,3,4,0,1,4",25,20,20,21,22
"0,4,2,0,2,0,4",20,16,17,19,17
"4,3,1,1,4,3,3",22,18,21,21,21
"2,4,1,4,2,1,0",24,20,20,22,22
"1,4,3,2,4,3,2",26,20,23,23,23
"0,0,0,1,1,0,3",12,12,12,12,12
"1,1,4,3,2,0,1",28,18,18,18,18
"0,2,4,1,4,2,1",21,17,19,20,19
"3,2,1,4,3,4,3",25,20,20,22,22
"4,3,3,1,4,0,1",25,21,22,24,24
"0,4,1,2,1,4,2",21,17,18,20,18
"4,1,0,1,4,3,0",25,19,19,22,19
"4,1,2,4,0,4,4",22,17,17,17,18
"0,4,0,1,0,1,4",18,15,15,17,15
"0,0,0,0,2,1,3",14,13,13,13,13
"4,0,0,1,4,1,1",17,14,14,16,14
"0,3,2,1,3,2,1",22,16,18,18,18
"4,3,1,1,3,4,0",24,21,22,24,24
"0,0,0,1,1,2,3",13,13,13,13,13
"2,4,1,1,2,4,0",23,20,20,22,22
"3,0,2,3,0,2,1",23,18,18,18,19
"4,0,1,0,0,1,4",18,15,15,18,15
