sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,2,4,1,1,3,4,2,0,3",35,29,29,33,33
"3,4,0,2,3,4,2,1,2,2",36,28,28,28,31
"4,2,1,4,3,2,1,2,1,3",36,27,29,33,29
"0,0,0,0,0,0,0,0,0,0",10,10,10,10,10
"2,4,3,0,3,4,0,3,2,0",35,26,27,32,27
"4,1,0,0,0,1,4,0,4,0",25,19,19,23,19
"3,0,4,0,2,3,4,2,1,2",36,28,28,28,31
"3,4,0,2,3,4,2,2,0,1",38,29,29,29,32
"3,4,0,3,0,3,4,0,0,4",28,22,22,27,22
"0,3,4,0,2,3,4,1,2,2",36,28,28,28,31
"0,0,0,0,0,0,0,1,3,0",16,14,14,14,14
"2,1,1,4,3,2,2,3,4,3",29,24,26,28,28
"3,4,2,1,0,3,2,0,1,0",42,26,26,26,26
"1,3,4,1,2,3,4,0,2,2",37,29,29,29,32
"4,3,1,2,0,4,3,2,1,0",48,30,30,31,30
"2,4,3,0,4,3,0,2,3,0",36,26,27,32,27
"2,0,0,4,0,2,0,2,4,0",26,20,20,24,20
"2,0,0,4,2,0,2,0,0,4",25,20,20,24,20
"4,2,3,4,1,3,2,1,1,0",38,30,30,33,35
"3,3,4,1,2,4,0,2,1,0",37,29,29,33,34
"0,2,0,0,4,3,2,4,3,2",30,23,25,28,26
"0,0,0,0,0,0,0,3,0,3",15,14,14,14,14
"0,4,3,1,4,2,3,0,1,3",40,29,29,32,33
"0,0,0,0,0,0,1,1,1,0",12,12,12,12,12
"0,3,0,3,4,1,0,1,4,0",30,23,23,28,24
"3,2,1,1,4,3,2,4,2,3",34,26,29,31,31
"3,2,1,2,4,3,1,4,1,3",35,26,29,31,31
"3,3,4,1,2,4,0,1,2,0",38,29,29,33,34
"4,3,2,4,1,3,3,2,0,1",41,32,32,35,37
"3,0,2,4,3,1,4,4,2,2",33,27,27,27,30
"0,0,0,0,0,0,0,2,1,3",17,16,16,16,16
"0,3,0,4,0,2,3,4,2,1",35,28,28,28,31
"1,3,4,1,2,3,4,2,2,0",36,29,29,29,32
"0,0,0,0,0,0,0,0,4,2",17,16,16,16,16
"3,4,1,2,0,3,4,1,2,0",48,30,30,30,30
"0,0,0,0,0,0,2,4,4,2",17,17,17,17,17
"3,0,2,4,3,1,4,2,4,2",35,28,28,28,31
"4,2,0,4,3,2,0,2,3,0",36,26,27,33,28
"0,0,0,0,0,0,0,3,2,4",20,19,19,19,19
"3,2,0,0,4,3,2,3,4,2",33,25,27,31,27
"3,4,2,4,1,3,2,0,3,1",41,32,32,34,37
"0,0,0,0,0,0,1,2,4,4",17,17,17,17,17
"0,2,4,0,2,0,0,2,4,4",24,20,20,24,20
"4,3,2,4,1,3,2,3,1,2",39,29,31,34,34
"3,2,1,0,0,4,3,2,1,0",42,26,26,26,26
"4,2,1,2,4,1,2,4,1,1",31,23,25,28,25
"4,2,3,4,1,2,3,1,2,1",38,27,30,32,32
"4,1,0,1,0,0,4,0,4,0",25,19,19,23,19
"4,3,0,4,2,3,0,3,2,0",37,27,28,33,29
"4,2,1,4,3,2,1,1,2,3",35,27,29,33,29
"2,4,3,1,3,1,4,4,2,2",31,26,30,30,30
"2,2,4,1,3,4,0,3,1,0",36,28,29,32,33
"0,2,3,2,1,4,3,0,4,1",35,29,29,29,32
"4,2,3,4,1,3,2,1,1,1",34,26,29,30,31
"0,1,3,4,0,2,3,4,1,2",38,29,29,29,32
"2,0,0,4,2,0,0,0,2,4",24,20,20,24,20
"0,2,1,2,4,3,1,1,4,3",30,24,26,28,28
"4,2,0,4,3,2,0,3,0,2",36,26,27,32,28
"3,0,2,4,1,0,3,2,1,0",42,26,26,26,26
"0,2,4,0,2,0,0,2,2,4",24,20,20,24,20
"2,0,0,4,2,0,2,0,4,0",26,20,20,24,20
"3,2,4,1,1,3,4,2,3,2",35,27,30,32,32
"4,3,1,3,1,1,4,3,4,3",29,23,26,27,27
"3,4,0,2,3,4,2,2,1,1",35,28,28,28,31
"3,4,2,3,1,4,2,0,1,4",43,32,32,35,37
"2,4,3,1,1,1,3,4,4,2",30,26,30,30,30
"3,2,1,1,1,3,2,2,3,3",24,20,23,23,23
"4,2,3,4,1,2,3,0,0,1",40,30,30,33,35
"4,1,0,1,0,4,0,0,4,4",24,19,19,23,19
"3,2,3,1,2,0,4,1,1,4",33,27,27,29,31
"2,4,1,2,1,2,4,1,4,1",29,22,24,27,25
"3,2,1,1,1,3,2,2,2,3",24,20,23,23,23
"0,2,4,0,0,2,0,0,2,4",24,20,20,24,20
"0,0,0,0,0,0,0,1,1,2",13,13,13,13,13
"0,2,4,0,2,0,2,0,0,4",25,20,20,24,20
"0,0,0,0,0,0,0,0,1,1",11,11,11,11,11
"3,2,3,2,4,1,0,0,4,1",34,28,28,32,32
"2,4,3,1,1,1,3,4,2,4",31,26,30,30,30
"2,1,1,4,3,2,2,2,4,3",29,24,26,28,28
"0,3,4,2,1,0,3,2,1,0",42,26,26,26,26
"1,3,4,0,2,3,4,2,2,1",37,29,29,29,32
"3,2,4,1,0,3,2,4,1,0",48,30,30,30,30
"0,0,0,0,0,0,1,1,1,3",14,14,14,14,14
"0,2,4,3,1,3,1,4,2,4",32,26,30,30,30
"0,2,4,0,0,2,4,2,4,2",25,20,20,24,20
"4,3,2,0,1,3,2,0,1,0",42,26,26,26,26
"2,2,3,1,4,3,0,4,1,0",35,28,28,31,32
"0,3,4,0,2,3,4,2,1,2",36,28,28,28,31
"2,4,0,2,0,2,4,0,4,0",28,21,21,26,21
"0,2,0,2,4,1,0,1,4,0",29,22,22,27,23
"2,0,0,4,2,0,0,2,0,4",25,20,20,24,20
"0,0,0,0,0,0,0,2,3,4",19,19,19,19,19
"0,0,0,0,0,0,2,2,0,1",15,15,15,15,15
"2,2,3,1,4,3,0,1,4,0",36,28,28,31,32
"0,1,3,4,0,2,3,4,2,1",37,29,29,29,32
"4,2,1,4,3,2,1,3,1,2",37,27,29,33,29
"0,0,0,0,0,0,0,3,3,4",17,17,17,17,17
"2,0,0,0,4,2,0,0,2,4",24,20,20,24,20
"0,0,0,0,0,0,0,1,4,0",17,15,15,15,15
"0,0,0,0,0,0,2,2,1,1",14,14,14,14,14
"3,2,3,1,2,4,0,4,1,0",36,28,28,32,32
"1,3,1,1,2,4,3,0,4,2",34,28,28,28,31
"4,2,3,4,1,3,2,1,0,1",39,30,30,33,35
"4,3,2,1,0,3,2,4,1,0",48,30,30,30,30
"3,2,1,1,4,3,2,3,2,4",33,26,29,31,31
"0,0,0,0,0,0,0,0,0,4",14,14,14,14,14
"3,0,3,4,1,0,1,4,0,0",30,23,23,28,24
"0,2,0,0,4,2,0,2,4,0",26,20,20,24,20
"2,0,0,0,4,3,2,3,4,2",29,23,26,28,26
"0,4,2,1,2,4,1,2,4,1",31,23,25,28,25
"0,0,0,0,0,0,0,2,3,3",15,15,15,15,15
"2,3,2,2,1,4,3,0,4,1",35,29,29,29,32
"4,3,2,3,4,1,2,0,1,0",39,30,30,34,35
"3,0,4,0,2,3,4,1,2,2",36,28,28,28,31
"0,2,1,1,4,3,2,3,4,2",30,24,26,29,28
"0,4,1,0,0,1,4,1,1,4",23,19,19,23,19
"2,3,2,1,4,3,0,4,1,1",35,29,29,29,32
"4,3,2,0,1,3,0,2,1,0",42,26,26,26,26
"4,3,1,3,1,3,4,1,1,4",29,23,26,27,27
"3,1,3,4,2,0,4,1,0,2",39,29,29,33,33
"0,3,4,0,0,2,3,4,1,2",36,28,28,28,31
"4,3,2,1,0,4,2,1,3,0",48,30,30,30,30
"2,4,1,2,1,2,4,1,1,4",28,22,24,27,25
"4,3,2,3,4,1,2,0,0,1",38,30,30,34,35
"0,0,0,0,0,0,0,1,4,3",19,18,18,18,18
"0,2,1,2,4,3,1,1,3,4",29,24,26,28,28
"3,1,3,4,2,0,4,1,2,0",40,29,29,33,33
"3,3,1,4,0,0,2,4,1,2",33,28,28,31,32
"1,0,3,4,0,2,3,4,2,1",37,29,29,29,32
"1,3,4,1,2,3,4,2,0,0",36,29,29,29,32
"0,0,0,0,3,0,2,3,1,2",24,20,20,20,22
"3,2,0,4,1,3,0,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,0,3,3,0",14,14,14,14,14
"0,2,1,1,4,3,2,2,3,4",28,24,26,28,28
"0,0,0,0,0,0,0,3,1,1",15,14,14,14,14
"0,3,4,0,2,3,4,2,2,1",35,28,28,28,31
"0,0,0,0,0,0,0,0,2,1",14,13,13,13,13
"0,2,4,3,1,1,3,4,2,4",31,26,30,30,30
"4,0,1,0,1,4,0,4,0,0",25,19,19,23,19
"3,4,2,0,1,3,0,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,1,3,4,4",18,18,18,18,18
"1,4,1,0,1,0,4,1,4,1",26,20,20,24,20
"3,4,0,2,3,4,2,2,2,1",35,28,28,28,31
"3,2,1,2,4,3,1,1,3,4",33,26,29,31,31
"0,0,0,0,0,0,0,2,0,1",15,13,13,13,13
"0,0,0,0,0,0,0,1,1,3",14,14,14,14,14
"4,2,3,4,1,2,3,1,1,2",37,27,30,32,32
"0,0,0,0,0,0,0,0,3,1",15,14,14,14,14
"0,4,0,1,0,1,4,0,4,0",25,19,19,23,19
"4,3,2,0,1,4,3,0,2,1",48,30,30,30,30
"4,2,3,4,1,2,3,0,1,0",41,30,30,33,35
"3,0,2,4,3,1,4,2,2,2",33,27,27,27,30
"0,0,0,0,0,0,0,2,4,1",19,17,17,17,17
"4,0,0,1,0,1,4,0,4,0",25,19,19,23,19
"1,4,0,1,0,1,4,0,4,0",27,20,20,24,20
"4,3,1,4,2,3,1,3,2,1",38,28,30,33,33
"2,0,0,4,0,2,0,2,0,4",25,20,20,24,20
"0,0,0,0,0,0,0,0,3,4",17,17,17,17,17
"0,0,0,0,0,0,0,1,0,0",12,11,11,11,11
"0,0,0,0,0,0,2,2,2,3",15,15,15,15,15
"4,1,0,1,0,4,0,0,4,0",25,19,19,23,19
"1,3,0,4,0,2,3,4,1,2",38,29,29,29,32
"0,2,0,0,4,2,0,0,2,4",24,20,20,24,20
"4,3,1,0,4,3,1,4,3,1",39,27,28,33,30
"4,2,3,4,1,3,2,0,1,0",40,30,30,34,35
"0,0,0,0,0,0,0,0,4,1",16,15,15,15,15
"0,3,2,1,1,1,3,2,3,2",25,20,23,23,23
"2,1,1,1,4,3,2,4,3,2",31,24,27,29,28
"3,2,3,2,4,1,0,0,1,4",33,28,28,32,32
"0,0,0,0,0,0,1,2,3,4",20,20,20,20,20
"0,2,1,2,4,3,1,3,1,4",30,24,26,28,28
"3,4,0,2,3,4,2,2,1,0",39,29,29,29,32
"0,0,0,0,0,0,0,2,4,4",16,16,16,16,16
"2,0,0,4,2,0,0,2,4,4",24,20,20,24,20
"0,0,0,0,0,0,1,3,3,2",17,17,17,17,17
"3,2,4,1,1,3,4,2,3,3",34,27,30,31,32
"0,0,0,0,0,0,1,3,3,1",15,15,15,15,15
"0,0,0,0,0,0,0,1,4,2",18,17,17,17,17
"3,2,0,1,4,0,3,2,1,0",42,26,26,26,26
"0,2,1,2,4,3,1,3,4,1",31,24,26,28,28
"2,4,3,0,3,4,0,2,3,0",36,26,27,32,27
"4,2,3,1,0,2,4,3,1,0",48,30,30,30,30
"0,0,0,0,0,0,2,2,3,3",15,15,15,15,15
"2,1,1,1,4,3,2,3,4,2",30,24,27,29,28
"0,1,3,1,2,4,3,0,4,2",34,28,28,28,31
"0,0,0,0,0,0,0,2,0,3",16,15,15,15,15
"0,3,0,2,4,3,1,4,2,4",34,27,27,27,30
"3,4,2,1,0,4,3,2,1,0",48,30,30,30,30
"0,0,0,0,0,0,0,1,0,4",16,15,15,15,15
"0,2,1,1,4,3,2,2,4,3",29,24,26,28,28
"3,4,1,3,4,1,3,1,3,1",31,23,25,28,25
"0,0,0,0,0,0,0,4,4,0",15,15,15,15,15
"3,2,0,2,4,3,0,4,3,0",35,25,26,31,27
"0,0,4,2,3,4,1,2,3,1",35,26,29,30,31
"2,4,3,1,4,2,3,1,3,1",37,27,30,33,31
"4,3,1,4,2,3,1,1,3,2",36,28,30,33,33
"3,4,0,2,3,4,1,2,0,2",41,29,29,29,32
"4,2,0,4,3,2,0,0,3,2",35,26,27,32,28
"0,2,0,4,0,2,0,0,2,4",24,20,20,24,20
"4,4,3,1,2,3,0,2,1,0",38,30,30,34,35
"4,1,0,0,1,4,1,1,1,4",23,19,19,23,19
"0,0,0,0,0,0,0,2,4,3",20,19,19,19,19
"0,0,0,0,0,0,1,1,1,4",15,15,15,15,15
"4,3,2,1,0,4,3,2,1,0",50,30,30,30,30
"1,1,3,1,2,4,3,0,4,2",34,28,28,28,31
"2,4,3,1,4,2,3,1,1,3",36,27,30,33,31
"0,0,0,0,0,0,1,1,3,4",18,18,18,18,18
"4,4,3,1,2,3,0,1,2,0",39,30,30,34,35
"2,4,1,2,4,1,2,1,2,1",30,22,24,27,24
"3,2,4,0,1,0,3,2,1,0",42,26,26,26,26
"3,2,1,0,4,3,2,1,0,0",42,26,26,26,26
"4,1,0,1,0,4,0,4,0,0",25,19,19,23,19
"3,4,0,2,1,3,0,2,1,0",42,26,26,26,26
"3,4,2,1,2,4,3,1,3,1",36,27,30,33,31
"4,2,3,0,1,4,2,3,0,1",48,30,30,30,30
"3,0,0,2,4,3,1,4,2,4",34,27,27,27,30
"0,3,0,4,0,2,3,4,1,2",36,28,28,28,31
"0,0,0,0,0,0,0,2,2,0",13,13,13,13,13
"2,0,0,4,3,2,4,3,2,2",30,23,25,28,26
"0,4,2,1,2,4,1,4,2,1",30,23,25,28,26
"4,3,2,4,1,3,1,2,2,3",37,28,31,33,33
"3,2,0,4,1,3,2,0,1,0",42,26,26,26,26
"1,3,4,1,1,2,3,4,0,2",37,29,29,29,32
"2,4,1,1,3,4,2,0,3,0",36,29,29,33,33
"0,0,0,0,0,0,0,3,1,2",18,16,16,16,16
"3,2,4,1,0,3,2,0,1,0",42,26,26,26,26
"0,2,4,0,2,0,2,0,4,4",25,20,20,24,20
"3,2,3,4,1,1,2,4,3,2",35,28,31,32,33
"4,1,0,0,1,0,4,0,0,4",24,19,19,23,19
"0,0,0,0,0,0,1,3,3,3",14,14,14,14,14
"3,4,0,2,1,0,3,2,1,0",42,26,26,26,26
"4,3,1,4,2,3,1,0,3,2",42,32,32,36,37
"3,0,2,4,3,1,4,2,4,4",34,27,27,27,30
"3,4,0,2,3,4,2,0,2,1",39,29,29,29,32
"4,3,2,1,4,0,3,2,1,0",48,30,30,30,30
"2,1,1,1,4,3,2,2,4,3",29,24,27,28,28
"3,0,2,1,4,0,3,2,1,0",42,26,26,26,26
"1,1,4,2,3,4,0,2,3,0",36,27,28,31,32
"0,0,0,0,0,0,0,0,2,4",16,16,16,16,16
"3,2,1,4,0,3,2,0,1,0",42,26,26,26,26
"3,4,0,0,2,3,4,2,1,1",35,28,28,28,31
"0,0,0,0,0,0,0,2,3,2",16,15,15,15,15
"4,1,0,0,1,4,0,0,4,0",25,19,19,23,19
"3,2,1,2,4,3,1,4,3,1",36,26,29,31,31
"3,0,4,0,0,2,3,4,2,1",35,28,28,28,31
"1,0,4,2,3,4,1,2,3,1",37,27,28,31,32
"0,4,0,1,0,1,4,0,0,4",24,19,19,23,19
"0,4,2,3,4,1,2,3,1,1",35,26,29,30,31
"3,2,3,1,2,0,4,1,4,1",34,27,27,29,31
"0,0,0,0,0,0,1,1,0,0",12,12,12,12,12
"2,3,4,0,3,4,0,2,3,0",36,26,26,32,26
"0,0,0,0,0,0,0,0,3,0",14,13,13,13,13
"4,3,1,2,0,3,4,1,2,0",48,30,30,30,30
"0,0,0,0,0,0,0,4,4,4",14,14,14,14,14
"0,4,3,1,4,2,3,1,0,3",39,29,29,32,33
"4,3,1,1,3,1,4,3,3,4",28,23,26,27,27
"4,3,2,1,0,3,2,0,1,0",42,26,26,26,26
"0,0,0,0,0,0,2,2,2,1",14,14,14,14,14
"4,1,0,4,1,2,0,2,1,0",33,24,24,29,24
"0,0,0,0,0,0,0,1,4,4",15,15,15,15,15
"3,2,3,2,4,1,0,4,1,0",36,28,28,32,32
"2,1,1,4,3,2,2,3,4,4",28,24,26,28,28
"0,0,0,0,0,0,2,2,2,0",13,13,13,13,13
"4,3,2,1,0,4,3,2,0,1",49,30,30,30,30
"0,2,4,0,2,0,2,4,0,0",26,20,20,24,20
"0,2,0,2,4,3,0,3,4,0",30,23,24,28,24
"2,4,3,0,4,3,0,2,4,0",37,27,27,33,27
"2,4,1,2,4,1,2,1,1,2",29,22,24,27,24
"2,4,3,1,3,1,4,4,2,4",32,26,30,30,30
"2,0,2,4,1,0,1,4,0,0",29,22,22,27,23
"3,2,1,2,4,3,1,1,4,3",34,26,29,31,31
"0,0,0,0,0,0,0,1,2,3",16,16,16,16,16
"3,2,2,3,4,1,0,4,0,1",34,28,28,32,32
"4,3,1,1,3,1,4,3,4,3",29,23,26,27,27
"0,0,0,0,0,0,1,2,2,2",13,13,13,13,13
"0,0,0,0,0,0,0,0,1,3",14,14,14,14,14
"4,3,2,4,1,3,2,1,0,3",43,32,32,36,37
"0,0,0,0,0,0,0,1,0,1",13,12,12,12,12
"3,4,2,1,0,3,2,1,0,0",42,26,26,26,26
"1,3,4,0,0,2,3,4,2,1",37,29,29,29,32
"2,0,0,4,2,0,0,2,4,0",26,20,20,24,20
"1,3,4,0,2,3,4,2,1,1",37,29,29,29,32
"2,4,3,1,3,1,4,4,4,2",31,26,30,30,30
"1,2,1,2,4,0,1,0,4,1",30,23,23,28,24
"0,0,0,0,0,0,1,1,2,2",13,13,13,13,13
"4,1,0,0,0,1,4,1,1,4",23,19,19,23,19
"0,2,4,3,1,1,3,4,4,2",30,26,30,30,30
"4,2,4,1,2,0,3,1,3,1",35,28,28,30,32
"4,0,1,0,1,0,4,0,0,4",24,19,19,23,19
"4,0,1,0,0,1,4,0,0,4",24,19,19,23,19
"0,2,4,1,1,3,4,2,3,0",34,29,29,32,33
"0,3,2,3,4,1,2,4,0,1",37,29,29,32,33
"3,1,3,4,2,0,2,4,1,0",38,29,29,34,33
"0,0,0,0,0,0,0,3,4,4",17,17,17,17,17
"0,0,0,0,0,0,0,1,2,0",15,13,13,13,13
"2,0,2,4,3,0,4,3,0,0",31,23,24,28,24
"4,3,2,0,1,4,3,2,1,0",48,30,30,30,30
"3,1,3,4,2,0,0,4,2,1",36,29,29,33,33
"3,4,2,1,0,3,4,2,0,1",48,30,30,30,30
"0,0,0,0,0,0,0,2,0,4",17,16,16,16,16
"3,2,2,3,4,1,0,4,1,0",35,28,28,32,32
"3,4,0,2,3,4,1,2,2,0",40,29,29,29,32
"3,2,1,4,0,0,3,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,0,2,1,2",15,14,14,14,14
"2,4,3,1,1,3,4,4,4,2",30,26,30,30,30
"3,2,1,1,1,1,3,2,3,2",25,20,23,23,23
"0,0,0,0,0,0,1,4,4,2",18,18,18,18,18
"0,2,1,2,4,3,1,4,3,1",32,24,26,28,28
"4,2,3,4,1,3,2,1,0,0",38,30,30,33,35
"3,1,3,4,2,0,4,0,1,2",38,29,29,33,33
"1,3,0,2,4,3,1,4,4,2",35,28,28,28,31
"0,1,3,4,1,2,3,4,2,0",36,29,29,29,32
"0,0,0,0,0,0,1,2,2,1",14,14,14,14,14
"0,4,2,1,3,0,4,2,1,0",43,27,27,27,27
"3,2,2,3,4,1,0,0,4,1",33,28,28,32,32
"2,1,1,4,3,2,2,4,3,3",29,24,26,28,28
"0,0,0,0,0,0,0,3,2,2",16,15,15,15,15
"1,1,4,2,3,4,0,3,2,0",35,27,28,31,32
"0,0,0,0,0,0,3,3,0,1",16,16,16,16,16
"0,0,0,0,0,0,1,1,0,2",14,14,14,14,14
"3,2,1,0,4,0,3,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,3,3,0,0",14,14,14,14,14
"3,2,0,2,4,3,0,3,4,0",34,25,26,31,27
"1,4,0,1,0,1,4,0,0,4",26,20,20,24,20
"0,0,0,0,0,0,0,3,3,3",13,13,13,13,13
"3,2,3,1,2,4,0,4,0,1",35,28,28,31,32
"0,0,0,0,0,0,0,0,4,0",15,14,14,14,14
"3,2,1,4,0,3,0,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,2,3,4,4",19,19,19,19,19
"0,4,2,3,4,1,3,2,1,1",34,26,29,30,31
"0,2,1,2,4,3,1,4,1,3",31,24,26,28,28
"3,2,1,2,4,3,1,3,4,1",35,26,29,31,31
"4,3,2,4,1,3,2,1,2,3",39,29,31,34,34
"4,3,1,2,0,4,3,1,0,2",48,30,30,30,30
"0,0,0,0,0,0,1,1,2,3",16,16,16,16,16
"0,0,2,4,0,2,0,2,0,4",25,20,20,24,20
"0,3,0,2,4,3,1,4,2,2",33,27,27,27,30
"0,0,0,0,0,0,0,1,3,2",17,16,16,16,16
"4,0,3,2,1,0,3,2,1,0",42,26,26,26,26
"3,4,0,2,3,4,2,1,1,1",35,28,28,28,31
"3,4,0,0,2,3,4,2,2,1",35,28,28,28,31
"3,4,1,3,1,3,4,1,1,4",29,23,25,28,26
"0,3,2,3,4,1,2,0,1,4",37,29,29,31,33
"4,3,0,2,1,3,0,2,1,0",42,26,26,26,26
"0,0,0,0,0,0,0,3,2,1",19,16,16,16,16
"2,0,0,0,4,3,2,4,3,2",30,23,26,28,26
"1,4,1,0,1,0,4,1,1,4",25,20,20,24,20
"1,0,4,2,3,4,1,3,2,1",36,27,28,31,32
