sequence,move to front,opt,opt free,discrete doa,continuous doa
"2,4,3,1,1,4,1,2,3",32,25,28,29,29
"4,2,1,4,2,0,4,1,1",31,24,24,24,26
"0,0,0,1,1,1,1,2,4",16,16,16,16,16
"4,2,1,4,2,0,1,4,3",36,28,28,28,30
"0,0,0,0,4,4,2,2,2",16,16,16,16,16
"4,2,1,1,4,2,0,3,4",33,27,28,28,30
"4,2,1,4,4,2,3,0,1",35,28,28,28,30
"3,0,2,4,0,3,4,1,3",33,25,25,27,28
"3,1,3,4,2,1,1,4,2",30,24,26,28,28
"3,2,1,0,4,2,3,1,0",40,25,25,25,25
"0,4,3,2,4,1,3,2,2",33,25,27,29,29
"0,0,0,0,4,4,2,0,0",18,17,17,17,17
"3,0,4,2,1,4,0,2,4",35,25,25,25,27
"4,3,1,1,1,1,3,4,3",24,20,23,23,23
"0,0,0,0,4,4,2,1,0",22,19,19,19,19
"0,0,0,1,1,0,4,4,4",15,15,15,15,15
"0,4,3,1,4,1,1,3,3",25,20,23,23,23
"4,2,3,4,1,3,0,2,1",39,29,29,33,33
"3,2,0,4,3,2,4,2,3",32,24,25,28,28
"2,0,1,4,3,2,0,1,0",35,22,22,22,22
"2,4,3,1,1,3,4,4,2",29,25,29,29,29
"2,4,3,0,3,4,0,2,0",31,24,25,29,25
"3,1,3,4,2,1,4,1,2",31,24,26,28,28
"0,0,0,0,4,4,4,4,2",16,16,16,16,16
"3,2,3,1,2,0,0,1,2",28,23,23,26,26
"4,2,1,4,2,0,4,4,1",31,24,24,24,26
"0,0,0,0,4,4,0,0,4",15,15,15,15,15
"0,0,4,3,1,1,1,3,4",23,20,23,23,23
"4,3,0,0,4,0,4,0,3",26,21,21,25,21
"0,0,0,1,1,0,2,2,3",16,16,16,16,16
"4,3,1,2,0,3,1,2,0",40,25,25,25,25
"0,4,3,1,4,1,3,3,3",25,20,23,23,23
"3,2,0,4,3,2,3,4,2",32,24,25,28,28
"2,4,0,1,3,0,2,1,0",35,22,22,22,22
"4,2,1,2,4,3,1,1,3",30,24,26,29,27
"4,3,0,0,4,0,4,3,0",27,21,21,25,21
"4,3,1,1,1,3,1,1,4",24,20,23,23,23
"0,0,0,1,1,1,0,3,4",18,18,18,18,18
"0,0,4,3,1,1,4,3,3",24,20,23,23,23
"3,2,3,1,2,0,1,0,2",29,23,23,26,26
"4,2,4,1,2,0,1,0,2",30,24,24,27,27
"0,4,3,1,3,1,1,4,4",24,20,23,23,23
"3,4,0,3,0,0,3,4,0",26,20,20,24,20
"4,3,1,3,4,1,4,3,1",30,23,26,28,26
"0,2,4,3,1,1,4,2,3",31,25,28,29,29
"0,0,4,3,1,4,1,1,3",25,20,23,23,23
"0,4,3,1,3,1,4,1,1",25,20,23,23,23
"4,2,0,2,0,4,0,0,4",24,19,20,23,20
"4,3,2,1,0,4,2,1,0",42,26,26,26,26
"4,2,1,4,4,2,0,1,4",32,24,24,24,26
"3,1,3,4,2,1,1,2,4",29,24,26,28,28
"2,4,3,1,0,0,2,1,0",35,22,22,22,22
"0,0,0,0,4,4,4,4,3",17,17,17,17,17
"0,0,4,3,1,3,1,4,1",25,20,23,23,23
"2,0,0,4,2,0,2,4,0",25,19,19,23,19
"0,4,2,1,4,2,4,0,1",30,24,24,24,26
"2,1,2,4,3,1,4,3,1",31,23,25,27,27
"4,3,1,1,1,1,4,1,3",25,20,23,23,23
"4,2,0,1,0,3,2,1,0",35,22,22,22,22
"0,0,0,0,4,4,2,3,0",23,21,21,21,21
"2,4,3,3,1,4,2,1,0",34,29,29,32,33
"3,2,4,0,0,3,4,2,3",32,25,25,29,28
"0,3,2,4,0,3,4,1,3",33,25,25,27,28
"0,0,0,1,1,0,0,1,4",16,16,16,16,16
"0,0,0,1,1,1,1,0,3",14,14,14,14,14
"4,3,1,1,1,4,1,1,3",25,20,23,23,23
"3,2,1,1,1,3,2,2,3",23,19,22,22,22
"0,0,0,1,1,0,0,2,4",17,17,17,17,17
"0,2,4,3,1,1,4,3,2",30,25,28,29,29
"0,4,3,2,4,3,1,1,2",32,25,28,29,29
"2,1,2,4,3,1,4,1,3",30,23,25,27,27
"3,4,2,1,4,0,2,3,4",40,29,29,29,31
"0,0,0,0,4,4,4,0,2",17,17,17,17,17
"0,0,0,0,4,4,1,0,4",19,16,16,16,16
"3,3,4,2,1,4,2,0,1",35,28,28,32,32
"4,2,1,1,4,3,2,0,4",35,27,28,28,30
"0,0,0,0,4,4,1,3,2",23,22,22,22,22
"2,4,3,1,3,1,4,2,0",34,29,29,33,33
"3,2,4,1,0,3,2,1,0",41,25,25,25,25
"4,2,0,4,2,0,0,2,0",26,19,20,23,20
"0,0,0,0,4,4,1,3,3",19,19,19,19,19
"4,3,2,4,1,3,2,3,2",35,26,28,31,31
"0,4,2,0,4,2,0,2,0",26,19,20,23,20
"0,4,2,3,4,1,1,2,3",32,25,28,29,29
"0,0,4,3,2,4,3,1,2",32,25,27,29,29
"0,0,4,3,1,3,1,4,4",24,20,23,23,23
"2,4,3,1,3,4,2,1,0",36,29,29,33,33
"0,0,0,1,1,0,4,4,2",18,18,18,18,18
"4,0,2,3,1,0,2,1,0",35,22,22,22,22
"4,2,1,4,0,3,3,2,4",35,28,28,28,30
"4,2,1,2,4,1,4,2,1",29,22,24,27,25
"0,0,0,1,1,0,2,2,2",13,13,13,13,13
"4,2,0,0,4,2,0,0,2",25,19,20,23,20
"2,0,2,4,1,0,1,0,4",27,21,21,25,22
"0,0,0,0,4,4,3,4,0",20,18,18,18,18
"4,3,2,1,0,3,1,2,0",40,25,25,25,25
"4,3,1,1,1,3,4,1,1",25,20,23,23,23
"0,0,0,0,4,4,1,1,4",16,16,16,16,16
"0,0,0,1,1,1,0,3,3",14,14,14,14,14
"4,2,1,1,1,4,2,4,2",25,20,23,23,23
"4,0,4,3,2,0,2,3,0",31,24,25,29,25
"3,2,1,4,0,3,2,1,0",41,25,25,25,25
"4,2,1,4,2,4,0,3,1",35,28,28,28,30
"4,3,1,1,1,1,4,3,3",24,20,23,23,23
"0,0,0,0,4,4,0,2,2",17,17,17,17,17
"4,2,4,1,2,2,0,0,1",27,23,23,26,26
"0,0,0,1,1,0,2,3,3",16,16,16,16,16
"3,2,1,4,0,3,2,0,1",40,25,25,25,25
"0,2,4,3,3,1,4,2,1",30,25,27,28,29
"4,2,0,3,1,2,0,1,0",35,22,22,22,22
"0,0,4,3,1,1,3,4,1",25,20,23,23,23
"2,0,2,4,1,0,0,1,4",26,21,21,25,22
"2,0,4,0,2,0,2,4,0",25,19,19,23,19
"4,3,1,3,4,1,3,0,1",32,24,26,29,27
"4,2,1,4,2,0,3,4,1",37,28,28,28,30
"4,3,0,4,0,0,4,3,0",27,21,21,25,21
"3,0,4,0,3,0,0,3,4",24,20,20,24,20
"0,0,0,0,4,4,3,0,3",20,19,19,19,19
"2,4,3,1,0,2,3,1,0",40,25,25,25,25
"2,4,3,1,1,4,2,3,2",32,25,28,29,29
"4,2,1,4,3,2,4,0,1",38,28,28,28,30
"0,0,0,1,1,0,3,3,4",18,18,18,18,18
"4,0,2,4,0,2,0,2,0",26,19,20,23,20
"4,2,1,4,3,0,2,4,4",36,26,26,26,28
"0,0,4,3,1,3,4,1,1",25,20,23,24,23
"3,4,1,3,4,1,0,3,1",33,24,25,29,26
"3,4,2,1,4,3,0,2,4",40,29,29,29,31
"0,0,0,4,3,1,4,3,1",26,20,23,24,23
"4,1,0,1,0,4,0,0,4",23,18,18,22,18
"4,2,4,1,2,0,0,2,1",28,24,24,27,27
"0,0,0,0,4,4,0,1,1",16,16,16,16,16
"0,4,3,1,1,1,3,4,3",24,20,23,23,23
"0,0,0,1,1,0,0,2,3",16,16,16,16,16
"0,0,4,3,1,4,1,3,1",26,20,23,23,23
"4,3,1,1,1,1,1,3,4",23,20,23,23,23
"0,0,0,1,1,1,1,1,0",11,11,11,11,11
"4,2,1,2,4,1,1,1,1",24,19,21,23,21
"3,4,0,3,0,3,0,4,0",26,20,20,24,20
"1,3,4,0,3,0,3,0,4",27,21,21,25,21
"0,4,1,1,3,4,2,0,3",32,26,26,29,29
"0,0,0,0,4,4,0,0,1",16,16,16,16,16
"4,1,0,1,0,4,1,4,1",25,19,19,23,20
"4,2,1,4,0,3,2,3,4",36,28,28,28,30
"0,0,0,0,4,4,3,3,3",17,17,17,17,17
"3,2,4,0,1,3,2,0,1",40,25,25,25,25
"0,0,0,1,1,0,2,2,4",17,17,17,17,17
"0,4,2,3,4,1,3,2,1",33,25,28,29,29
"4,2,1,4,3,3,0,2,4",36,29,29,29,31
"0,0,0,0,4,4,4,2,2",16,16,16,16,16
"0,2,3,1,2,3,1,0,3",28,22,22,25,25
"2,1,2,4,3,1,1,4,3",29,23,25,27,27
"4,3,0,4,0,0,4,3,4",26,21,21,25,21
"4,2,3,4,1,3,0,1,2",38,29,29,33,33
"0,0,0,1,1,1,1,1,3",13,13,13,13,13
"2,4,1,1,3,4,2,3,0",33,28,28,31,32
"3,2,3,1,2,2,0,0,1",26,22,22,25,25
"2,4,3,1,3,1,4,4,2",30,25,29,29,29
"2,0,2,1,4,0,4,1,0",27,21,21,25,21
"0,4,3,1,1,3,1,4,1",25,20,23,23,23
"4,2,1,0,3,4,2,1,0",42,26,26,26,26
"4,3,1,4,3,1,4,3,1",32,23,26,28,26
"2,3,1,2,3,1,0,3,3",28,22,22,25,25
"0,0,0,0,4,4,1,1,2",18,18,18,18,18
"4,0,2,4,1,3,2,2,3",30,25,25,28,28
"0,0,0,0,4,4,2,3,2",21,20,20,20,20
"0,0,0,0,4,4,4,1,2",18,18,18,18,18
"0,2,3,1,2,3,0,1,3",29,22,22,25,25
"0,0,0,0,4,4,3,0,4",21,18,18,18,18
"0,0,0,0,4,4,3,3,2",21,21,21,21,21
"2,1,0,4,3,0,2,1,0",35,22,22,22,22
"0,4,3,1,1,1,4,3,3",24,20,23,23,23
"4,2,1,4,2,3,0,4,3",36,28,28,28,30
"3,4,2,1,4,0,3,2,4",41,29,29,29,31
"2,1,2,4,3,1,3,4,1",30,23,25,27,27
"1,2,4,0,2,0,2,4,0",27,20,20,24,20
"4,3,1,1,1,3,3,4,3",24,20,23,23,23
"4,3,0,0,4,3,4,3,4",26,21,21,25,21
"4,2,1,4,0,2,4,1,4",33,24,24,24,26
"4,0,4,3,1,0,1,3,0",30,23,23,28,24
"4,3,1,1,1,3,3,4,4",23,20,23,23,23
"3,2,4,1,1,3,4,2,3",33,26,29,30,31
"4,3,2,3,4,1,2,2,0",35,28,28,32,32
"0,0,0,1,1,1,1,1,2",12,12,12,12,12
"0,0,0,0,4,4,0,0,3",18,18,18,18,18
"0,0,0,1,1,1,1,1,4",14,14,14,14,14
"0,4,2,3,4,1,3,0,1",34,26,26,29,29
"3,2,3,1,2,0,1,2,0",30,23,23,26,26
"2,4,1,2,4,1,0,2,1",32,23,24,28,25
"0,4,3,2,4,1,3,1,2",34,25,28,29,29
"0,4,2,3,4,1,2,3,2",33,25,26,29,29
"3,3,4,2,1,2,4,0,1",34,28,28,32,32
"2,0,0,4,3,2,3,4,2",28,22,24,27,25
"4,2,1,4,3,2,0,4,1",39,28,28,28,30
"0,0,0,0,4,4,3,1,3",21,20,20,20,20
"3,2,4,0,3,4,2,3,3",32,25,25,27,28
"0,0,0,0,4,4,1,4,2",19,18,18,18,18
"0,4,2,1,4,3,0,2,4",36,26,26,26,28
"0,0,0,0,4,4,3,3,4",18,18,18,18,18
"0,0,0,1,1,1,1,3,3",13,13,13,13,13
"2,0,2,4,1,0,0,4,1",27,21,21,25,22
"2,1,4,2,1,2,1,2,4",26,21,21,25,21
"0,4,3,2,4,1,2,3,3",32,25,27,29,29
"4,2,1,4,2,0,4,3,1",36,28,28,28,30
"2,4,0,3,1,2,0,1,0",35,22,22,22,22
"0,0,0,0,4,4,2,0,2",19,18,18,18,18
"2,4,0,2,0,0,2,4,0",25,19,19,23,19
"0,2,2,4,1,0,1,4,0",26,21,21,25,23
"3,4,0,0,3,0,0,3,4",24,20,20,24,20
"0,0,0,0,4,4,0,3,1",21,20,20,20,20
"2,4,0,0,2,4,2,4,2",24,19,19,23,19
"0,0,0,4,3,1,1,4,3",24,20,23,23,23
"0,2,4,3,1,1,3,4,2",29,25,28,29,29
"2,4,3,1,4,1,3,2,0",35,29,29,33,33
"0,3,2,3,1,2,1,0,2",27,22,22,25,25
"2,3,4,1,0,2,3,1,0",40,25,25,25,25
"3,2,3,1,2,2,0,1,0",27,22,22,25,25
"4,3,1,1,1,3,4,4,4",23,20,23,23,23
"4,2,1,2,4,1,0,4,1",31,23,24,28,26
"0,4,2,3,4,1,2,2,3",32,25,26,29,29
"2,3,1,0,4,2,3,1,0",40,25,25,25,25
"4,3,2,4,3,1,2,2,0",36,28,28,32,32
"4,2,1,4,2,0,4,1,4",32,24,24,24,26
"3,2,1,0,4,3,2,1,0",41,25,25,25,25
"0,0,0,0,4,4,0,1,3",20,20,20,20,20
"4,2,1,4,4,2,0,1,1",29,24,24,24,26
"0,0,4,3,1,1,4,3,1",26,20,23,23,23
"4,0,3,2,1,0,2,1,0",35,22,22,22,22
"0,0,0,0,4,4,2,4,4",17,16,16,16,16
"3,4,0,0,3,0,3,0,4",25,20,20,24,20
"0,3,2,3,1,2,0,1,2",28,22,22,25,25
"0,0,0,0,4,4,3,2,3",22,21,21,21,21
"0,0,0,1,1,0,3,3,0",15,15,15,15,15
"3,2,0,4,0,3,4,1,3",33,25,25,27,28
"4,2,1,4,2,3,0,1,4",39,28,28,28,30
"3,4,2,1,4,2,0,1,4",38,27,27,27,29
"4,3,1,1,3,1,4,1,1",25,20,23,23,23
"0,0,0,0,4,4,3,1,0",23,20,20,20,20
"0,4,3,2,1,0,2,1,0",35,22,22,22,22
"4,2,0,0,2,4,2,4,2",24,19,20,23,20
"2,4,3,1,3,4,2,0,1",37,29,29,33,33
"0,0,0,0,4,4,0,2,4",19,17,17,17,17
"3,4,1,2,0,3,1,2,0",40,25,25,25,25
"0,0,0,0,4,4,4,3,3",17,17,17,17,17
"0,0,0,1,1,0,0,1,2",14,14,14,14,14
"4,3,2,0,1,3,2,0,1",40,25,25,25,25
"0,0,0,1,1,0,0,1,3",15,15,15,15,15
"4,3,1,1,1,4,1,3,1",26,20,23,23,23
"4,2,1,1,4,2,3,0,4",34,27,28,28,30
"2,0,4,3,1,0,2,1,0",35,22,22,22,22
"0,0,0,1,1,0,0,2,2",13,13,13,13,13
"3,2,1,0,4,3,1,2,0",40,25,25,25,25
"2,4,3,1,1,3,4,2,1",32,25,28,29,29
"0,2,4,3,1,4,3,1,2",32,25,28,29,29
"2,0,2,1,4,0,1,4,0",28,21,21,25,21
"2,4,3,1,4,3,2,0,1",38,29,29,33,33
"4,1,3,4,2,3,0,1,2",38,29,29,33,33
"2,4,0,2,0,2,0,0,4",24,19,19,23,19
"2,0,0,4,3,2,4,3,2",29,22,24,27,25
"0,0,0,1,1,1,0,0,1",12,12,12,12,12
"3,2,4,0,0,3,4,1,3",33,25,25,28,28
"0,2,4,3,1,3,4,2,1",32,25,28,30,29
"4,4,3,2,1,3,2,0,1",36,29,29,33,33
"0,0,0,0,4,4,0,1,2",19,19,19,19,19
"4,3,2,3,4,1,2,0,2",36,28,28,32,32
"0,0,0,0,4,4,4,1,3",19,19,19,19,19
"3,4,2,1,0,3,1,2,0",40,25,25,25,25
"2,4,0,2,0,2,0,4,4",24,19,19,23,19
"2,2,4,1,0,4,2,1,4",31,24,24,24,26
"4,2,1,4,2,4,0,1,1",30,24,24,24,26
"0,0,0,1,1,0,0,0,4",15,15,15,15,15
"0,4,3,1,1,1,4,1,3",25,20,23,23,23
"2,0,0,4,2,0,2,0,4",24,19,19,23,19
"4,4,3,2,1,2,3,0,1",35,29,29,33,33
"4,3,1,4,3,1,3,4,1",31,23,26,28,26
"0,4,2,1,0,3,2,1,0",35,22,22,22,22
"3,0,2,3,3,1,2,0,1",28,23,23,26,26
