sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,0,0,0",4,4,4,4,4
"4,2,0,0",13,10,10,10,10
"1,1,3,4",12,12,12,12,12
"3,1,3,1",11,9,10,10,10
"0,2,4,3",14,13,13,13,13
"0,2,3,0",11,9,9,9,9
"2,0,1,1",9,7,7,7,7
"0,2,0,2",8,7,7,7,7
"2,1,0,1",11,8,8,8,8
"0,3,0,3",9,8,8,8,8
"0,3,4,0",13,11,11,11,11
"0,0,3,1",9,8,8,8,8
"4,1,2,4",15,13,13,13,14
"3,1,4,0",16,12,12,12,12
"0,0,4,1",10,9,9,9,9
"0,2,2,4",10,10,10,10,10
"2,4,0,2",14,11,11,11,11
"0,2,3,1",12,10,10,10,10
"0,1,3,4",12,12,12,12,12
"3,0,2,0",12,9,9,9,9
"2,1,0,4",14,11,11,11,11
"4,0,2,0",13,10,10,10,10
"0,0,4,4",8,8,8,8,8
"0,1,0,3",9,8,8,8,8
"0,2,1,0",10,7,7,7,7
"0,0,4,2",11,10,10,10,10
"0,2,2,0",7,7,7,7,7
"0,2,4,2",11,10,10,10,10
"3,1,2,1",13,10,10,10,10
"2,0,0,2",8,7,7,8,7
"0,0,0,2",6,6,6,6,6
"0,1,2,3",10,10,10,10,10
"0,1,3,2",11,10,10,10,10
"0,3,3,3",7,7,7,7,7
"0,1,3,3",8,8,8,8,8
"1,2,3,3",10,10,10,10,10
"2,4,3,0",17,13,13,13,13
"3,4,0,2",17,13,13,13,13
"1,1,0,3",9,9,9,9,9
"4,2,1,3",18,14,14,14,14
"4,1,2,0",16,11,11,11,11
"1,4,0,1",13,10,10,10,10
"1,1,2,3",10,10,10,10,10
"0,1,4,2",12,11,11,11,11
"1,3,2,0",14,10,10,10,10
"4,1,0,2",15,11,11,11,11
"3,3,0,0",8,8,8,8,8
"2,2,0,0",7,7,7,7,7
"3,2,1,3",15,12,12,13,13
"4,0,1,2",14,11,11,11,11
"0,1,1,4",9,9,9,9,9
"0,2,1,1",8,7,7,7,7
"0,2,1,4",12,11,11,11,11
"3,0,3,0",10,8,8,9,8
"2,2,3,3",9,9,9,9,9
"1,3,3,1",9,9,9,9,9
"4,1,3,2",18,14,14,14,14
"3,0,1,0",11,8,8,8,8
"4,2,1,4",16,13,13,13,14
"3,0,2,3",13,11,11,12,12
"0,3,2,4",14,13,13,13,13
"3,4,1,2",18,14,14,14,14
"0,3,0,2",11,9,9,9,9
"3,4,2,1",19,14,14,14,14
"4,0,3,0",14,11,11,11,11
"0,4,3,0",14,11,11,11,11
"3,1,2,0",15,10,10,10,10
"3,0,1,3",12,10,10,11,10
"1,3,3,3",8,8,8,8,8
"0,2,4,0",12,10,10,10,10
"0,3,1,2",12,10,10,10,10
"4,3,4,3",14,12,13,13,13
"1,1,0,4",10,10,10,10,10
"0,3,1,3",10,9,9,9,9
"2,3,0,1",14,10,10,10,10
"0,1,1,0",6,6,6,6,6
"0,3,0,4",12,11,11,11,11
"4,3,0,1",17,12,12,12,12
"0,0,1,3",8,8,8,8,8
"0,3,1,4",13,12,12,12,12
"0,3,4,2",15,13,13,13,13
"1,1,1,0",6,6,6,6,6
"2,0,3,1",13,10,10,10,10
"0,2,0,1",9,7,7,7,7
"3,4,0,1",16,12,12,12,12
"0,1,0,4",10,9,9,9,9
"0,4,1,0",12,9,9,9,9
"2,2,1,3",11,11,11,11,11
"2,3,3,2",10,10,10,10,10
"0,1,4,3",13,12,12,12,12
"0,4,2,0",13,10,10,10,10
"4,1,2,1",14,11,11,11,11
"2,0,0,1",9,7,7,7,7
"0,0,0,4",8,8,8,8,8
"0,1,2,0",9,7,7,7,7
"1,0,1,0",8,6,6,6,6
"1,2,2,2",7,7,7,7,7
"4,0,1,0",12,9,9,9,9
"0,2,2,1",8,8,8,8,8
"0,2,3,3",9,9,9,9,9
"1,1,2,4",11,11,11,11,11
"0,2,1,2",9,8,8,8,8
"4,1,0,0",12,9,9,9,9
"0,0,0,3",7,7,7,7,7
"0,4,4,4",8,8,8,8,8
"3,0,1,2",13,10,10,10,10
"0,1,0,0",6,5,5,5,5
"0,2,3,2",10,9,9,9,9
"1,4,0,2",14,11,11,11,11
"1,4,4,4",9,9,9,9,9
"3,0,2,1",14,10,10,10,10
"0,3,4,4",11,11,11,11,11
"0,2,1,3",11,10,10,10,10
"2,1,3,0",14,10,10,10,10
"1,1,4,4",9,9,9,9,9
"2,2,0,1",9,9,9,9,9
"2,2,2,1",8,8,8,8,8
"0,3,1,0",11,8,8,8,8
"4,2,3,1",19,14,14,14,14
"0,3,2,0",12,9,9,9,9
"2,2,2,2",6,6,6,6,6
"0,0,1,4",9,9,9,9,9
"4,1,3,0",17,12,12,12,12
"1,3,3,2",11,11,11,11,11
"0,0,2,4",10,10,10,10,10
"4,2,0,2",14,11,11,11,11
"2,1,2,1",10,8,9,9,9
"0,2,2,3",9,9,9,9,9
"1,0,2,0",9,7,7,7,7
"2,3,3,4",13,13,13,13,13
"2,2,1,4",12,12,12,12,12
"2,0,1,0",10,7,7,7,7
"3,2,0,2",13,10,10,10,10
"0,1,2,1",8,7,7,7,7
"3,1,0,3",13,10,10,11,10
"2,4,4,4",10,10,10,10,10
"2,3,1,0",15,10,10,10,10
"0,2,0,0",7,6,6,6,6
"3,1,0,2",14,10,10,10,10
"2,4,3,1",18,14,14,14,14
